kic_kepler_id,glx_objid
8607443,2567018939755271020
8607461,2567018939755271226
8607508,2567018939755271202
8607568,2567018939755271017
8607572,2567018939755271054
8607581,2567018939755270951
8607620,2567018939755271114
8607640,2567018939755271388
8607686,2567018939755271294
8607704,2567018939755271473
8607720,2567018939755270931
8607778,2567018939755271510
8607817,2567018939755271122
8607834,2567018939755271052
8607859,2567018939755271125
8607878,2567018939755271062
8607905,2567018939755270995
8607938,2567018939755271389
8607939,2567018939755271105
8607999,2567018939755270970
8608007,2567018939755271120
8608106,2567018939755271363
8608137,2567018939755271326
8608140,2567018939755271126
8608260,2567018939755270975
8608310,2567018939755271163
8608312,2567018939755270872
8608336,2567018939755271324
8608411,2567018939755271366
8608423,2567018939755271109
8608448,2567018939755270887
8608469,2567018939755271462
8608488,2567018939755271343
8608490,2567018939755271419
8608517,2567018939755271123
8608544,2567018939755271249
8608616,2567018939755271304
8608624,2567018939755270929
8608631,2567018939755271484
8608705,2567018939755271061
8608714,2567018939755271254
8608757,2567018939755271447
8608769,2567018939755271215
8608777,2567018939755271292
8608783,2567018939755271569
8608813,2567018939755271198
8608852,2567018939755271264
8608877,2567018939755271118
8608889,2567018939755271409
8608926,2567018939755270938
8608958,2567018939755271280
8609006,2567018939755270925
8609026,2567018939755271051
8609043,2567018939755271115
8609193,2567018939755270860
8609226,2567018939755271154
8609322,2567018939755271337
8609377,2567018939755271188
8668687,2493483602089608630
8668720,2493483602089608420
8668752,2493483602089608874
8671782,2567018939755271793
8671812,2567018939755271680
8671819,2567018939755271994
8671824,2567018939755272140
8671842,2567018939755271670
8671903,2567018939755272000
8671919,2567018939755271625
8671949,2567018939755271766
8671972,2567018939755271058
8671998,2567018939755271522
8672019,2567018939755271594
8672108,2567018939755272066
8672119,2567018939755271853
8672174,2567018939755271613
8672175,2567018939755272064
8672240,2567018939755272051
8672241,2567018939755271937
8672244,2567018939755271683
8672337,2567018939755271736
8672397,2567018939755272135
8672452,2567018939755271568
8672474,2567018939755272145
8672487,2567018939755272012
8672555,2567018939755271942
8672561,2567018939755271988
8672566,2567018939755271610
8672648,2567018939755271622
8672662,2567018939755271762
8672707,2567018939755271852
8672710,2567018939755271445
8672831,2567018939755272063
8672833,2567018939755272080
8672890,2567018939755271909
8672910,2567018939755271647
8672944,2567018939755272024
8672979,2567018939755271982
8672982,2567018939755271884
8673011,2567018939755271802
8673027,2567018939755272002
8673099,2567018939755271714
8673115,2567018939755271773
8673140,2567018939755271850
8673190,2567018939755271600
8673221,2567018939755271719
8673261,2567018939755272165
8673300,2567018939755271738
8673314,2567018939755271476
8673326,2567018939755272009
8673333,2567018939755272136
8673335,2567018939755271922
8673348,2567018939755271958
8673352,2567018939755271980
8673409,2567018939755271813
8673411,2567018939755271644
8673433,2567018939755271561
8673466,2567018939755271927
8673487,2567018939755271586
8673495,2567018939755271661
8673511,2567018939755272133
8673525,2567018939755271925
8673542,2567018939755271598
8673550,2567018939755271779
8673551,2567018939755271592
8673564,2567018939755272003
8673571,2567018939755272095
8673606,2567018939755271649
8673692,2567018939755271903
8673771,2567018939755271534
8673781,2567018939755271579
8673845,2567018939755271837
8673853,2567018939755271722
8736279,2567018939755272703
8736290,2567018939755272512
8736331,2567018939755272791
8736369,2567018939755272560
8736379,2567018939755272601
8736398,2567018939755272593
8736415,2567018939755272625
8736423,2567018939755272509
8736552,2567018939755272841
8736563,2567018939755272554
8736605,2567018939755272788
8736607,2567018939755272388
8736639,2567018939755272722
8736738,2567018939755272505
8736741,2567018939755272664
8736743,2567018939755272770
8736749,2567018939755272451
8736810,2567018939755272507
8736828,2567018939755272575
8736864,2567018939755272623
8736870,2567018939755272429
8736912,2567018939755272503
8736922,2567018939755272472
8736923,2567018939755272444
8736943,2567018939755272767
8736966,2567018939755272405
8736976,2567018939755272781
8736984,2567018939755272514
8737020,2567018939755272807
8737032,2567018939755272448
8737042,2567018939755271963
8737047,2567018939755272455
8737065,2567018939755272754
8737077,2567018939755272156
8737094,2567018939755272017
8737124,2567018939755272076
8737147,2567018939755272463
8737201,2567018939755272508
8737248,2567018939755272633
8737290,2567018939755272530
8737299,2567018939755272604
8737324,2567018939755272646
8737343,2567018939755271973
8737369,2567018939755272522
8737403,2567018939755272477
8737408,2567018939755272643
8737501,2567018939755272118
8737509,2567018939755272773
8737538,2567018939755272542
8737567,2567018939755272594
8737568,2567018939755272164
8737586,2567018939755272776
8737595,2567018939755272394
8737621,2567018939755272798
8737625,2567018939755272537
8737645,2567018939755272680
8737653,2567018939755272131
8737667,2567018939755272632
8737679,2567018939755272536
8737700,2567018939755272814
8737715,2567018939755272636
8737729,2567018939755272454
8737759,2567018939755272730
8737789,2567018939755272799
8737796,2567018939755272487
8737798,2567018939755272523
8737807,2567018939755272682
8737872,2567018939755272075
8737894,2567018939755272130
8737920,2567018939755272153
8737932,2567018939755272631
8737961,2567018939755272783
8737965,2567018939755272702
8738126,2567018939755272817
8738140,2567018939755272834
8801234,2567018939755272408
8801308,2567018939755272260
8801340,2567018939755272321
8801343,2567018939755272219
8801345,2567018939755272315
8801363,2567018939755272410
8801423,2567018939755272267
8801471,2567018939755272877
8801532,2567018939755272244
8801533,2567018939755272309
8801554,2567018939755272254
8801567,2567018939755272233
8801579,2567018939755272332
8801638,2567018939755272475
8801740,2567018939755272283
8801761,2567018939755272914
8801766,2567018939755272297
8801774,2567018939755272285
8801806,2567018939755272293
8801825,2567018939755272371
8801843,2567018939755272269
8801883,2567018939755272230
8801894,2567018939755272279
8801994,2567018939755272397
8802001,2567018939755272944
8802139,2567018939755272245
8802165,2567018939755272304
8802182,2567018939755272921
8802216,2567018939755272172
8802225,2567018939755272855
8802294,2567018939755272563
8802299,2567018939755272741
8802306,2567018939755272741
8802340,2567018939755272201
8802344,2567018939755272259
8802374,2567018939755272883
8802386,2567018939755272174
8802401,2567018939755272390
8802475,2567018939755272465
8802528,2567018939755272268
8802534,2567018939755272347
8802599,2567018939755272427
8802615,2567018939755272236
8802650,2567018939755272403
8802684,2567018939755272294
8802726,2567018939755272324
8867191,2567018939755272856
8867289,2567018939755272886
8867330,2567018939755272962
8867375,2567018939755272951
8867398,2567018939755272899
8867434,2567018939755272901
8867474,2567018939755272884
8867547,2567018939755272953
8867567,2567018939755272966
8867572,2567018939755272948
8867581,2567018939755272870
8867584,2567018939755272960
8867605,2567018939755272937
8867629,2567018939755272793
8867715,2567018939755272810
8889141,3153788713080718219
8889305,3153788713082815521
8889387,3153788713080718222
8889467,3153788713080718111
8889581,3153788713080718060
8889602,3153788713082815599
8889694,3153788713080718200
8889827,3153788713080718041
8889885,3153788713080718166
8890010,3153788713080718120
8890168,3153788713080718055
8890175,3153788713082815265
8890396,3153788713082815241
8890666,3153788713080718199
8955908,3153788713080718930
8955961,3153788713080718926
8956163,3153788713080718990
8956226,3153788713080718428
8956279,3153788713080718861
8956317,3153788713080718488
8956342,3153788713080718666
8956412,3153788713080718582
8956483,3153788713080718302
8956492,3153788713080718679
8956521,3153788713080718711
8956522,3153788713080718450
8956547,3153788713080718524
8956612,3153788713080718616
8956722,3153788713080718543
8956751,3153788713080718905
8956757,3153788713080718406
8956794,3153788713080718678
8956843,3153788713080718306
8956957,3153788713080719094
8957010,3153788713080718943
8957022,3153788713080718828
8957026,3153788713080718351
8957055,3153788713080718481
8957135,3153788713080718876
8957153,3153788713080718472
8957184,3153788713080718640
8957198,3153788713080718574
8957238,3153788713080718534
8957248,3153788713080718320
8957265,3153788713080718667
8957324,3153788713080718404
8957334,3153788713080718969
8957473,3153788713080718737
8957480,3153788713080718799
8957489,3153788713080718790
8957504,3153788713080718771
8957542,3153788713080719023
8957592,3153788713080718562
8957624,3153788713080718309
8957646,3153788713080718356
8957663,3153788713080718854
8957693,3153788713080718266
8957759,3153788713080718422
8957772,3153788713080718461
8957782,3153788713080718467
8957823,3153788713080718949
8957866,3153788713080718611
8957876,3153788713080718611
8957887,3153788713080718594
8957895,3153788713080718979
8957896,3153788713080718211
8957921,3153788713080718300
8957928,3153788713080718860
8957944,3153788713080718448
8957954,3153788713080718555
8957979,3153788713080718437
8957987,3153788713080718975
8957999,3153788713080718904
8958010,3153788713080718391
8958017,3153788713080718958
8958035,3153788713080718907
8958073,3153788713080718941
8958079,3153788713080718458
8958080,3153788713080718228
8958111,3153788713080718249
8958130,3153788713080718403
8958134,3153788713080718935
8958145,3153788713080718694
8958150,3153788713080719097
8958181,3153788713080718373
8958231,3153788713080719041
8958309,3153788713080718547
8958460,3153788713080718708
8958474,3153788713080718680
9025052,3153788713080719986
9025077,3153788713080720022
9025138,3153788713080719949
9025177,3153788713080719494
9025199,3153788713082816594
9025205,3153788713080719490
9025216,3153788713080719985
9025260,3153788713080719811
9025278,3153788713080719790
9025350,3153788713080719969
9025370,3153788713082817105
9025414,3153788713080719354
9025426,3153788713080720122
9025438,3153788713080719317
9025441,3153788713080719581
9025444,3153788713080719073
9025447,3153788713080719488
9025451,3153788713080719764
9025459,3153788713080719112
9025473,3153788713080719236
9025476,3153788713080719987
9025498,3153788713080719944
9025557,3153788713082817717
9025600,3153788713082817088
9025615,3153788713080719910
9025688,3153788713082817548
9025715,3153788713080720139
9025722,3153788713080719079
9025726,3153788713080719513
9025739,3153788713080719577
9025755,3153788713080719491
9025803,3153788713080719249
9025856,3153788713080719575
9025874,3153788713080719444
9025882,3153788713080719773
9025887,3153788713080719773
9025901,3153788713080719486
9025910,3153788713080719118
9025929,3153788713082817089
9025941,3153788713080719399
9025965,3153788713080720151
9025971,3153788713080719126
9025979,3153788713080719056
