Kepler ID, Distance (cm)
8211395,1.89534930049e+21
8211396,2.10440484333e+21
8211458,3.01321743573e+22
8211500,7.71419395367e+20
8211551,1.19108952004e+22
8211618,2.52860276601e+22
8211653,4.10691651466e+21
8211674,2.96616755896e+21
8211692,1.28116808116e+22
8211719,1.71612637675e+22
8211722,1.20132710416e+22
8211744,3.556313497e+21
8211754,7.97257926809e+21
8211801,3.03992852382e+21
8211824,9.04280440289e+21
8211889,2.07882028047e+22
8211925,2.42685993955e+21
8211964,1.99031844714e+22
8212002,
8212005,
8212041,3.51459875185e+21
8212082,6.44977413389e+21
8212119,3.04567767796e+21
8212244,1.37446053118e+21
8212251,
8212289,8.26057278536e+21
8212296,
8212318,2.57963609239e+22
8212333,6.22515721065e+21
8212367,4.71331195697e+21
8212368,4.42251911115e+21
8212420,6.20062485561e+21
8212444,2.93195976848e+21
8212461,6.96654109787e+21
8212472,2.11902256417e+21
8212475,2.73288597702e+22
8212479,7.96568658555e+22
8212496,6.69127584185e+21
8212501,9.73517359785e+21
8212532,5.93744178786e+21
8212547,1.16502411644e+22
8212616,2.1649344531e+21
8212634,2.64764318385e+21
8212649,1.40135993538e+22
8212656,2.91346726539e+21
8212665,1.57610276827e+22
8212746,7.66787225937e+21
8212775,9.05836777006e+21
8212781,2.70304895021e+22
8212786,1.48780366816e+22
8212787,7.70648699365e+21
8212800,
8212826,2.8549586804e+22
8212835,3.22097344711e+22
8212878,3.30890666175e+21
8212905,2.01245898544e+22
8213032,5.55338145504e+22
8213064,2.53742942003e+21
8213127,7.39121489459e+21
8213141,1.67035616736e+22
8213145,1.85239993336e+23
8213151,2.70548774824e+21
8213225,8.5275940674e+21
8213227,1.43857050025e+22
8213274,
8213283,3.3581967911e+21
8213326,
8213365,3.32385123693e+22
8213503,
8222592,6.13807894692e+21
8222627,3.41338320742e+21
8222685,
8222710,
8222712,6.14060309727e+21
8222748,
8222761,2.05065071645e+21
8222813,2.92814172249e+21
8222815,2.00296417586e+22
8222819,
8222850,7.04681130116e+20
8222864,8.60563875107e+20
8222873,1.22378261338e+22
8222926,3.03979295872e+21
8222945,1.54896760185e+22
8222947,8.71885849187e+21
8222960,8.94957568957e+21
8222963,3.48513237299e+21
8222991,1.23116208091e+22
8223043,1.60467940591e+22
8223082,3.51427366992e+21
8223183,1.33114718343e+22
8223185,4.13297006847e+22
8223487,1.20894925305e+22
8223568,1.74506402135e+22
8223642,2.03716398815e+22
8223645,2.18439385031e+21
8223650,2.39789195515e+21
8223751,2.10522040339e+22
8223809,3.46621879979e+21
8223872,7.03311245994e+21
8223901,2.65579161245e+21
8223931,4.93329658185e+22
8223987,5.13259023811e+21
8232105,1.73708876212e+22
8232121,6.69637761564e+20
8232163,
8232186,1.73100678106e+22
8232262,1.27973231827e+22
8232306,9.15626339903e+21
8232327,1.89619498254e+21
8232340,2.65334470469e+22
8232358,5.94458613968e+21
8232372,8.31174627311e+21
8232448,
8232475,9.25051562753e+21
8232489,
8232539,1.92266977834e+22
8232543,2.12112323871e+21
8232572,3.18764957741e+21
8232617,2.7490674878e+21
8232654,2.5402772301e+21
8232742,2.36062369046e+21
8232792,1.94340813503e+21
8232821,3.88524037899e+21
8232845,6.94672471141e+21
8232851,5.07800783532e+21
8232889,2.01712950332e+21
8232975,2.38909216937e+21
8232983,2.3973795793e+21
8233001,3.41645296372e+21
8233048,2.18930444002e+21
8233072,2.93544430379e+22
8233094,1.1191503216e+22
8233110,1.61330645637e+21
8233175,8.2748086186e+21
8233185,1.70087794149e+22
8233192,4.92534558144e+22
8233314,9.47696941844e+21
8233326,3.52969001103e+22
8233353,1.55826098034e+22
8233375,1.16229872867e+22
8233384,2.61119408103e+21
8233386,2.28548773602e+21
8233400,1.76373880751e+22
8233475,3.00515560733e+21
8233480,2.00204843147e+22
8233504,
8233513,1.4345635516e+21
8233535,4.9091285744e+21
8233560,9.64313925321e+21
8233578,1.05725853885e+22
8233588,2.0625222291e+22
8233593,1.65850282754e+21
8233608,4.28172289921e+21
8233612,3.15074786677e+21
8233679,1.26369792826e+22
8233702,1.96573283067e+22
8233708,1.55880749308e+22
8233742,
8233756,1.63998395456e+21
8233775,8.1117368952e+22
8233777,2.0012898287e+21
8233802,6.34011166419e+21
8233804,2.13684898726e+21
8233832,5.48922087388e+21
8233875,2.76581815778e+21
8233881,1.19712469525e+22
8233915,2.59715688896e+21
8233917,5.03982342646e+21
8233939,
8233940,2.20469859659e+21
8233955,1.38701541458e+21
8233972,2.54127514976e+21
8233974,1.43034097009e+21
8233978,4.10345972445e+21
8234042,2.18151112789e+21
8234159,2.53648175643e+22
8234161,4.19602574247e+21
8234167,2.19498518553e+22
8234187,2.91699271015e+21
8234190,2.93082349159e+21
8234203,
8234226,1.26079929631e+21
8234303,1.01234762223e+21
8234394,8.09678126261e+22
8234433,3.05958723891e+22
8234436,6.94215962333e+21
8234459,3.4667419532e+21
8234471,1.31651505278e+22
8234472,2.64425064911e+21
8234477,1.7989554059e+22
8234513,1.16507153806e+22
8234516,3.18653450185e+22
8234545,5.96633496522e+22
8234547,3.54756193505e+21
8234555,7.09103852326e+21
8234560,
8234611,1.62962545347e+21
8234629,3.70756292473e+21
8234669,2.19829333389e+21
8234710,1.28869093371e+22
8234729,1.16358429596e+22
8234738,7.88097857493e+21
8234799,7.69182676843e+21
8234817,2.68285052412e+22
8234823,3.80271882008e+21
8234829,2.35470555907e+22
8234843,4.84982509787e+21
8234859,1.49748213564e+22
8234865,
8234889,2.37269242807e+21
8234900,3.68583755721e+22
8234901,2.62685994032e+22
8234958,1.1108667261e+22
8234997,2.17694047304e+21
8235013,3.98969941823e+21
8235025,2.95092555526e+21
8235050,4.79249375211e+21
8235077,1.66156575149e+22
8235122,9.52980298298e+21
8235136,1.61631629489e+22
8235144,4.19088821781e+21
8235150,2.37919158278e+21
8235168,1.69165677714e+22
8235191,1.86176526129e+21
8235199,2.61647637109e+21
8235260,1.65415351568e+21
8235276,3.73482826027e+21
8235372,1.65985773046e+21
8235389,3.0994823068e+22
8235390,1.46777922994e+22
8235434,1.98874452708e+22
8235448,6.0430210317e+22
8235488,6.68977195282e+21
8235498,7.33914492021e+22
8235517,1.78259196894e+22
8235604,8.45007815752e+21
8235615,3.65072610564e+21
8235745,2.68647777792e+21
8235767,2.90984160751e+21
8235784,
8235797,3.00356165781e+22
8235800,1.82402381099e+22
8235804,1.74042623485e+22
8235829,9.02709158169e+21
8235839,3.94976471048e+21
8235853,
8235871,7.85286215627e+21
8235937,2.47483154868e+21
8235946,1.21770467192e+22
8235965,1.90446842966e+22
8235991,2.95939225655e+21
8235993,7.70183974822e+21
8236006,
8236016,4.64961377609e+21
8236018,7.73562025105e+20
8236020,2.31819425418e+21
8236050,3.82627027585e+22
8236100,5.41865367316e+21
8236134,1.25215369017e+22
8236152,4.49797196119e+21
8236153,2.95443066279e+22
8236170,1.60032560258e+22
8236188,2.01305310756e+22
8236204,1.70556401705e+21
8236226,2.03226477216e+21
8236239,9.84643917286e+20
8236254,1.39443885018e+22
8236265,1.15854316437e+22
8236270,2.04383000101e+21
8236292,6.32222645048e+22
8236319,9.31924435462e+21
8236321,4.11013817708e+21
8236350,2.41957056099e+21
8236360,1.11880004785e+22
8236362,1.63473970686e+22
8236376,1.36220200347e+22
8236479,5.55349093212e+22
8288698,6.98473228785e+20
8288719,1.19569137438e+21
8288740,2.62324262578e+21
8288741,4.27596767019e+21
8288787,1.789836646e+21
8288789,1.91443989706e+21
8288799,5.35873709015e+21
8288830,2.35009172166e+22
8288836,3.14994984704e+21
8288859,3.17504807529e+21
8288864,7.64628061087e+21
8288866,2.93060932587e+22
8288987,2.23559082968e+21
8289005,2.69502498154e+21
8289059,1.36762640616e+21
8289099,1.18307982192e+22
8289131,6.03635064837e+21
8289140,2.40426977673e+22
8289164,2.25738478102e+21
8289182,2.27829661028e+21
8289203,2.24084736723e+22
8289241,7.22060530138e+21
8289246,
8289252,3.03801771214e+21
8289291,2.43029162845e+22
8289341,1.92007978457e+21
8289358,4.57385989448e+22
8289381,1.91685115086e+21
8289388,2.74936491341e+21
8289408,1.96697230609e+22
8289412,2.65391667518e+21
8289430,3.94254945162e+21
8289431,1.31276353754e+22
8289434,1.9115230863e+21
8289469,
8289501,2.34709527569e+22
8289534,1.09903739951e+22
8289556,
8289558,1.92703176342e+22
8289567,1.80831453659e+21
8289592,4.13612533973e+22
8289594,2.75063888744e+21
8289609,3.26215976604e+21
8289648,1.58342771123e+22
8289702,1.1206619683e+22
8289770,1.83039752662e+22
8289793,7.22254073271e+21
8289804,7.86875121448e+21
8289808,1.15852185995e+22
8289811,1.26843402937e+22
8289822,1.35353122372e+22
8289838,1.35108310531e+21
8289888,4.4132225282e+21
8289936,
8289978,1.7511923546e+22
8289985,2.56068638878e+22
8290044,5.113335827e+21
8290065,1.20133885314e+22
8290125,1.4722622652e+22
8290162,4.43205228772e+21
8343236,2.10269157167e+22
8343265,6.16749195449e+21
8343267,3.00449326803e+21
8343502,3.23044605816e+22
8343574,3.42138796262e+22
8343607,1.50489766784e+21
8343629,1.72019131729e+22
8343651,2.75920005035e+22
8343654,3.72787889983e+22
8343680,1.67699213027e+21
8343684,1.24246737994e+22
8343708,1.1318914308e+22
8343711,1.94007193371e+22
8343713,1.35247237943e+22
8343736,8.18952733543e+20
8343737,6.17937619066e+21
8343745,4.07122207991e+22
8343769,
8343876,1.51540599424e+22
8344091,1.29016363703e+21
8344979,2.42085970133e+22
8346067,3.07191686506e+21
8346497,4.82403613514e+21
8346510,9.47066902017e+21
8349031,3.51964267373e+21
8349778,3.03530110686e+22
8349893,3.379522525e+21
8350026,1.83152513101e+22
8350067,1.93998757657e+21
8350156,2.50702508876e+21
8350180,1.79316848492e+21
8350188,1.52979454152e+21
8350226,1.1424157355e+22
8367093,
8367710,6.01972330712e+21
8367947,2.66815958024e+21
8408974,
8417976,2.58935240527e+21
8418018,2.0660291373e+22
8418027,1.49860488155e+21
8418062,1.29997620985e+22
8418131,3.32047896949e+21
8418135,1.03130184636e+22
8418148,8.75266538357e+21
8418193,2.58407007071e+22
8418220,6.81822331439e+21
8418235,1.52606640946e+22
8418241,1.55800725631e+21
8418300,3.63121881697e+21
8418309,2.93712788134e+21
8418315,9.36061262099e+21
8418324,
8418352,
8418380,7.38007912748e+21
8418437,5.00402356154e+22
8418461,
8418488,3.45897495218e+22
8418663,3.53009324211e+22
8420353,4.3310140487e+21
8420490,1.86704944297e+22
8420530,2.50130126698e+21
8420538,1.45219827488e+22
8420574,2.56848439484e+22
8420644,8.1743715308e+22
8420657,1.69186325487e+22
8420660,1.44323208004e+21
8420665,1.17622904636e+22
8420683,1.32022363849e+22
8420687,8.81414289356e+21
8420690,4.75209782009e+21
8420698,6.49131132058e+21
8420710,1.15378002866e+22
8420716,6.56837429484e+21
8420720,3.21932308313e+21
8420729,3.39407828731e+21
8420734,1.96055630861e+22
8420736,4.28887118814e+21
8420741,1.74690594257e+22
8420752,7.04532796764e+22
8420764,8.8663297291e+21
8420770,3.56579519918e+22
8420798,4.27467960039e+20
8420801,1.31874179698e+21
8420829,5.42146693507e+21
8420841,2.86453214479e+21
8420854,5.10855611365e+21
8420860,
8420909,3.18747339806e+22
8420935,1.65994406978e+22
8420939,1.73016158149e+22
8421050,1.10509610956e+22
8421076,1.83829160553e+21
8421156,
8421188,1.88407752116e+22
8422647,1.27704150903e+22
8422693,9.60910505681e+22
8422710,8.01439571116e+21
8422748,
8422756,7.43785586585e+22
8422767,2.20461083275e+21
8430119,1.0310356084e+23
8430210,9.79802539534e+22
8430356,9.02540936472e+22
8430590,
8430663,1.72334422011e+21
8430762,1.49029336595e+22
8430954,1.60549680745e+22
8430978,6.07294291266e+22
8431006,3.65214827636e+22
8432040,2.5853134881e+22
8432959,2.68258746653e+21
8432962,
8473965,
8473966,1.98838180744e+22
8473971,3.06225227071e+22
8474231,2.510944545e+22
8482292,1.97504532371e+22
8482464,1.7179395088e+21
8482522,3.75823574929e+21
8482529,1.21057076583e+21
8482540,8.81064366052e+21
8482555,1.37107420005e+22
8482566,2.74223411696e+22
8482582,3.44929335651e+21
8482603,3.2627074151e+21
8482616,3.43497650058e+21
8482634,6.1153444326e+21
8482640,3.52254524481e+21
8482648,1.57822870616e+22
8482656,1.95928241039e+21
8482657,3.46357831425e+21
8482695,2.96179188542e+21
8482742,2.06380585284e+22
8482769,2.85830603059e+21
8482778,2.52150789196e+21
8482831,5.99883444254e+21
8482846,
8482873,1.45151171276e+22
8482944,4.77968047312e+22
8483012,1.28316137003e+21
8483021,
8483041,1.4247116379e+22
8483241,3.52548751118e+21
8483258,1.17190191225e+22
8483306,2.12622527702e+22
8483312,
8483320,
8483322,1.52019142169e+22
8483366,8.03702057394e+21
8483370,5.01829382611e+21
8483394,1.88163460362e+21
8483427,3.89624379926e+21
8483428,1.0417276379e+22
8483464,4.65861622418e+21
8483484,3.08168187896e+22
8483648,2.72796936031e+21
8485426,2.05578953059e+21
8487146,2.16213410014e+21
8487166,
8487222,4.2169789144e+21
8487242,7.55722590232e+21
8487246,
8487250,1.70549873682e+22
8487271,
8487365,1.64094585964e+22
8487374,5.12616577632e+21
8487379,1.71723802555e+22
8487452,2.35671531848e+21
8538904,1.931209569e+22
8538922,1.0269978192e+23
8539096,2.80392347987e+21
8539184,2.1482267452e+22
8539192,1.99420415089e+22
8542952,6.7136154089e+21
8543098,6.75100937568e+20
8543852,6.56775037831e+21
8544287,
8544543,9.8992223772e+21
8544639,2.06718530218e+21
8544708,1.34985387121e+21
8544726,1.39839816453e+21
8544934,2.07066013481e+21
8544996,5.43222711658e+21
8611604,3.66413760299e+22
8611679,
8611686,2.4131090804e+22
8611694,7.13300790365e+21
8611713,2.22535060569e+21
8611714,2.00726749095e+22
8611731,
8611763,3.46906025081e+22
8611781,1.71478953592e+22
8611829,6.03113253316e+21
8611832,7.35031154516e+20
8611833,9.11358201992e+21
8611878,3.89350738935e+21
8611886,1.53379750309e+22
8611892,2.12984697131e+22
8611897,2.63661577979e+21
8611911,4.13112729663e+22
8611921,8.94128186159e+21
8611967,1.53076420056e+22
8611972,
8612070,3.63258845909e+21
8612073,2.66397655625e+21
8612098,
8612108,1.97671760087e+21
8612146,1.30095778786e+21
8612147,8.25972328536e+21
8612163,6.92252707204e+21
8612191,2.2874404274e+21
8612193,1.68211861447e+22
8612197,6.3509895339e+21
8612199,1.0981481346e+22
8612201,2.13369023635e+22
8612202,3.99881600406e+21
8612203,3.41795508387e+22
8612228,1.2661563179e+22
8612241,1.14282207236e+21
8612285,2.59651007185e+21
8612291,2.45528363941e+22
8612294,2.54882601997e+22
8612300,3.22603953547e+21
8612361,3.34642286533e+22
8612379,2.28866604103e+21
8612393,3.41009294153e+21
8612410,6.59418565656e+21
8612444,
8612490,1.83536977051e+22
8612520,7.32888716155e+22
8612543,1.65801887757e+22
8612561,4.67937851253e+21
8612568,3.81364389025e+21
8612569,1.24325355018e+22
8612575,
8612578,1.46720378097e+22
8612588,2.66861758615e+21
8612609,3.1600685742e+21
8612612,
8612613,2.72987868066e+21
8612632,
8612634,2.10074420074e+22
8612700,1.28639151753e+22
8612716,2.09937273582e+22
8612751,2.12179046907e+22
8612757,1.47914052393e+22
8612788,1.05807814471e+22
8612811,4.57111891234e+22
8612897,3.72340000926e+21
8612913,1.8515945088e+22
8612950,3.75230964706e+21
8612968,7.56980604052e+22
8612987,4.9947761221e+21
8613003,1.81077835215e+22
8613008,2.7839937351e+21
8613030,1.21245838253e+22
8613076,5.34773274809e+21
8613081,2.15849461549e+22
8613105,6.56764995805e+22
8613109,3.44309635094e+22
8613120,4.77224452813e+21
8613145,1.28110751693e+21
8613190,1.56090605687e+21
8613204,7.00174529706e+21
8613218,6.0538456045e+21
8613231,1.97433020067e+22
8613236,3.66291676622e+21
8613240,4.20388317545e+21
8613266,2.70194372187e+22
8613270,1.82759294235e+22
8613275,2.06577170689e+21
8613293,1.45308850307e+22
8613298,2.70763374576e+22
8613329,2.39654513291e+21
8613338,2.23241758948e+21
8613344,1.16474061528e+22
8613360,
8613368,4.419745143e+21
8613391,2.2121058663e+21
8613406,3.16915395654e+21
8613411,1.33853025948e+22
8613446,1.92033188029e+22
8613455,2.25349208086e+22
8613466,9.02219913415e+21
8613497,4.50634627763e+21
8613519,3.6837995777e+21
8613535,1.34754057961e+22
8613541,1.33147632465e+22
8613545,1.37178670346e+22
8613552,2.651097732e+22
8613582,4.00789106592e+22
8613594,4.72618945268e+22
8613609,7.83332520921e+21
8613615,2.85433149484e+22
8613617,1.87686886848e+21
8613712,2.41727091366e+21
8613737,3.23546643156e+21
8613751,1.57170242545e+22
8613773,8.11463128625e+20
8613800,3.02239271908e+21
8616180,2.87640645172e+22
8616270,1.90949499484e+21
8616310,1.04886644715e+23
8616324,
8616331,1.74468053743e+21
8616356,3.04944567793e+21
8616367,
8616469,3.6073162352e+22
8616507,4.74861918523e+21
8616536,3.6202538144e+22
8616553,2.02565303265e+21
8616554,8.43738541325e+21
8616556,5.03450549924e+21
8616582,3.6685732003e+21
8616606,1.98975202728e+21
8616620,8.05461938802e+21
8616637,1.16069477173e+22
8616682,9.78449572224e+20
8616688,2.76495938049e+22
8616695,7.44919423943e+21
8616755,5.31497001395e+21
8616814,1.07068665687e+22
8616827,
8616844,3.82296131585e+22
8616867,2.43775002729e+22
8616869,5.57259477446e+21
8616871,2.31602951687e+21
8616873,9.25139040219e+21
8616877,1.52173255569e+22
8616881,1.12960515954e+22
8616901,1.94292683338e+21
8616931,1.88647789768e+22
8669308,6.34763137491e+21
8676291,1.78370150388e+22
8676292,1.7511371284e+22
8676313,2.00816123832e+21
8676627,1.7316325342e+22
8676669,8.47337450149e+21
8676689,7.258402722e+21
8676724,2.59504471049e+21
8676738,2.5010365515e+21
8676760,1.88463161563e+22
8676767,1.41101187452e+22
8676927,1.26022828494e+23
8676928,2.14158095498e+21
8676967,1.57338736813e+22
8676982,2.44017691177e+21
8676988,4.5366502073e+22
8677016,8.82744019859e+20
8677034,9.01998763625e+22
8677065,1.28854175767e+22
8677084,
8677179,1.4742549486e+21
8677183,
8677186,3.09862831462e+21
8677188,1.71873210329e+21
8677239,6.93380008977e+21
8677258,
8677272,1.55031822626e+22
8677279,3.02256021618e+22
8677342,1.69547341995e+23
8677354,2.12937659051e+21
8677366,3.81703199355e+21
8677400,1.09940741274e+22
8677405,1.08683376859e+22
8677425,2.04722590903e+21
8677438,1.45618156661e+22
8677474,
8677504,8.20675068526e+21
8677561,1.71133406371e+21
8677562,1.47448701683e+21
8677628,1.36850888266e+22
8677650,1.73624698692e+22
8677651,
8677701,1.2566297093e+22
8677797,1.07951980876e+22
8677822,4.80705967174e+21
8677828,1.03143071159e+21
8677924,5.70916742302e+21
8677973,1.29886214134e+23
8677986,
8678012,2.24926622032e+22
8678018,9.15345374637e+22
8678053,
8678082,4.38167477767e+21
8678129,4.69291267728e+21
8678201,1.62579801854e+21
8678227,1.73233375352e+22
8678311,4.87045174701e+21
8678337,2.53803866089e+22
8678345,1.09891272815e+21
8678395,1.51649350252e+22
8678396,3.42894779021e+21
8678461,3.52442169299e+21
8678491,
8678511,
8678527,7.67802432976e+21
8678569,5.92116029453e+20
8678594,1.49751843821e+22
8678638,6.60110862444e+22
8678674,1.54300736337e+22
8678900,1.5979884905e+22
8680778,1.93360436205e+21
8680857,1.00525613895e+21
8680868,
8680965,4.38378408261e+21
8680979,1.67797279427e+21
8681010,3.42421220763e+21
8681017,2.77739656777e+21
8681120,8.24273027307e+21
8681125,2.88517817403e+21
8681128,2.62798030818e+21
8681145,2.64753063216e+21
8681146,
8681178,2.33217625665e+21
8681180,
8681186,5.24433141291e+21
8681270,5.00288559602e+22
8681289,7.20248004544e+21
8681324,4.66870936982e+21
8681338,4.17659920444e+22
8681342,1.50764801453e+22
8681445,2.09550597162e+21
8681472,
8681495,1.0331366673e+22
8681501,8.14967395683e+22
8681527,7.47657988744e+20
8743239,2.91259547092e+22
8743244,2.21838492653e+22
8743274,
8745553,1.57909988365e+21
8745556,6.58348980505e+21
8745601,2.30726340766e+21
8745637,2.80623145877e+21
8745715,1.65991263314e+21
8745730,1.9230978385e+21
8745738,2.35728582843e+21
8745769,1.28306314592e+21
8745778,1.39587766975e+22
8745828,6.58527410036e+21
8745924,
8798311,9.11460824088e+20
8798367,1.28344998611e+21
8798468,1.3053183216e+22
8798535,1.38908385864e+22
8798564,2.32599492201e+22
8798612,1.42499092751e+22
8798616,6.52154158453e+21
8798626,6.64856430163e+21
8798730,2.82371191586e+22
8798797,1.92820561108e+21
8801228,2.05018200123e+22
8801269,1.01172184143e+22
8801316,1.31425518968e+21
8801361,6.85006867638e+21
8801390,
8801633,3.20487480243e+21
8802122,8.81253692742e+20
8802494,3.02791447134e+21
8802624,3.03514168924e+21
8802782,7.0513083984e+20
8802855,3.06443801646e+21
8802919,2.36087363329e+21
8802923,1.09693287478e+22
8802932,2.59302413162e+21
8802973,3.5273924252e+21
8802995,1.86810483851e+21
8805904,1.8730747379e+22
8805970,1.983486437e+21
8805996,1.04226415236e+21
8806018,2.97539276752e+21
8806019,2.86892549204e+21
8806058,1.10880253962e+21
8806061,2.03382220921e+21
8806072,4.32814964791e+21
8806096,4.81166783877e+21
8806123,3.35568572668e+21
8806136,1.52347061117e+22
8806149,5.53090468668e+21
8806160,1.1551173952e+21
8806179,6.96352533644e+21
8806198,1.45508950813e+21
8806223,2.2036722632e+21
8806224,1.32744778108e+22
8806250,2.48738944429e+21
8866325,
8866337,2.31968421895e+21
8866401,
8866402,1.02809273574e+22
8866478,
8866490,7.59793929446e+21
8866508,3.6380464965e+20
8866509,1.65886801256e+21
8866548,5.52660917899e+21
8866554,2.42721504439e+21
8866563,2.02512051133e+21
8866572,1.30642019092e+21
8866642,1.03428077719e+22
8866698,2.30855140755e+22
8866711,
8866799,1.53308440779e+21
8866824,9.17663459466e+21
8866830,1.17489598341e+21
8866845,1.60268202605e+21
8866853,6.69458239489e+21
8866927,3.28853943372e+21
8866936,3.28775845817e+21
8866956,9.98357713581e+21
8867017,2.08563202567e+21
8867071,4.17464564996e+21
8867201,9.57953759794e+21
8867218,1.46366290917e+22
8867277,1.53764057935e+22
8867452,1.75729068803e+22
8867486,1.20851834663e+22
8867642,4.21453894737e+21
8867724,2.06456907251e+21
8867740,3.84500348077e+22
8867743,1.765561124e+22
8867785,2.454616423e+21
8867857,5.70451224048e+21
8867869,5.64680839415e+20
8867870,5.09323152864e+21
8867876,3.17604804562e+21
8867880,
8867895,
8867928,2.85774459565e+21
8867955,
8868006,2.5714640122e+22
8868027,2.56956692875e+21
8868074,2.95395398541e+21
8868196,1.12662812624e+23
8868203,4.11191916284e+21
8868217,3.76592788459e+21
8868228,1.77878895408e+21
8868244,4.61510781742e+21
8868255,1.40020834789e+21
8868295,2.42914980651e+21
8868312,1.27471600614e+23
8868323,
8868649,1.73808798856e+21
8868663,8.69659286248e+21
8871848,4.53722492465e+21
8871853,1.90782717032e+21
8871920,2.28948611113e+21
8872017,6.81227216254e+21
8872018,5.60111571585e+21
8872046,2.69508701271e+22
8872072,2.06268201652e+22
8872091,3.44350498437e+21
8872135,
8872137,1.36433040316e+22
8872145,1.64048339497e+22
8872202,1.34336673159e+22
8933774,1.44420394216e+22
8933790,2.40976174028e+22
8933811,4.20189332811e+22
8933813,2.79901085384e+22
8933814,1.80367935654e+22
8933869,4.80035532171e+21
8933871,1.35704332436e+22
8933912,1.68857539206e+22
8933913,8.37505431165e+20
8933942,2.25423582047e+22
8934094,1.48561087488e+22
8934103,1.92898362598e+22
8934111,3.35758762018e+21
8934162,2.00242821768e+21
8934173,8.81439160933e+21
8934177,2.87691382624e+21
8934189,8.34612377549e+21
8934193,1.21171625872e+21
8934207,
8934235,1.24304579053e+22
8934262,3.02105823257e+21
8934264,5.75916499675e+21
8934306,2.56475581889e+22
8934394,9.78381456934e+20
8934476,2.72849708921e+21
8934486,5.50972071955e+21
8934495,1.30996857593e+22
8934512,7.03013276112e+21
8934520,2.28393491746e+22
8934640,1.77613545287e+22
8934657,1.91953650301e+22
8934700,1.36912085164e+22
8934739,2.04762807761e+21
8934748,1.6240855479e+21
8934810,2.69873604884e+21
8934853,9.7694189778e+20
8934859,1.46212922993e+21
8934880,2.91528499595e+21
8934893,1.50349355499e+21
8934997,2.59374546019e+21
8935020,1.46514245678e+22
8935024,2.41161054417e+21
8935137,1.68927693597e+22
8935228,2.45786200674e+21
8935239,1.03427007631e+21
8935265,3.30160141915e+21
8935278,
8935349,2.13870524681e+21
8935352,4.8755242594e+21
8935412,4.61398677468e+21
8935416,3.32004185929e+21
8935423,1.9199712991e+21
8935454,2.6897441696e+21
8935480,1.84373374566e+21
8935497,3.6146156998e+21
8935504,2.14977038644e+22
8935612,3.58534759316e+21
8935630,1.59275340095e+22
8935640,4.5695307847e+21
8935644,4.14208214891e+21
8935655,6.40695306579e+20
8935669,1.61399570894e+21
8935673,6.26984268224e+21
8935686,2.88795700263e+21
8935697,7.17520933929e+21
8935715,4.99085747503e+21
8935737,7.35926530543e+20
8935747,1.17435026788e+21
8935878,1.95947109911e+21
8936347,6.19080353177e+22
8939379,2.09241927304e+21
8939405,
8939409,
8939574,3.51642338608e+21
8939615,2.6104515758e+22
8939650,2.5864391811e+21
8939659,3.50384841177e+21
8939706,
8939718,3.30336845079e+21
8939719,1.58882739363e+22
8939725,3.54100040972e+21
8939726,5.94568566931e+21
8939785,1.00646352184e+21
8939798,
8939799,1.12627005655e+21
8939829,
8939837,5.09670639985e+21
8939843,8.64510870645e+21
8939867,1.99614768945e+21
8939871,1.94189506152e+22
8939889,4.372060741e+21
8939901,1.33149418074e+22
8939906,5.21154092364e+21
8939911,2.44688520905e+22
8939934,7.44942200424e+21
8939949,5.35282563386e+21
8939964,3.69605850815e+22
8939979,1.88423939062e+22
8940006,2.53777990325e+21
8940030,4.0080857737e+21
8940098,1.86731097199e+22
8940149,1.27630817979e+22
8940153,4.37564028279e+21
8940158,2.72484016632e+22
8940241,3.89931163647e+22
8940321,4.79412015539e+21
8940347,4.77394010028e+22
8940352,2.70698632023e+22
8940370,1.91346131559e+22
8940414,1.61663982638e+21
8940442,3.16529055704e+21
8940464,8.82310976398e+21
8940548,6.17148403049e+21
8940612,1.7865349563e+22
8940640,
8940642,
8940656,7.08779130212e+21
8940671,1.76741948061e+22
8940688,7.22996795052e+21
8940700,
8940712,9.12340171932e+21
8940748,2.84070962823e+21
8940751,
8940763,2.21024160403e+22
8940785,3.29892378812e+21
8940851,3.79050843878e+22
8940866,
8940874,3.86040551878e+21
8940939,1.02855919382e+21
8940964,9.6112538702e+21
8940998,9.88740637859e+21
8941008,5.31551153013e+21
8941031,9.81444551456e+22
8941038,2.67751272499e+22
8941041,1.26405081381e+22
8941155,
8941176,6.64124259199e+20
8941181,1.20988759144e+21
8941196,9.7971914003e+22
8941202,3.22700207015e+22
8941206,2.41790104056e+22
8941261,6.63105661549e+20
8941279,2.97228407886e+21
8941306,
8941307,2.97513798573e+21
8941328,3.27801635292e+21
8941329,6.22163751405e+21
8941354,3.60947096427e+21
8941413,1.13143640738e+22
8941433,1.51532624822e+22
8941460,1.22397313481e+21
8941481,1.75418269131e+22
8941484,8.58281069464e+21
8943104,6.67345910837e+20
8943106,1.93266649622e+22
8943120,2.29164240467e+22
8943141,2.48740769041e+21
8943155,1.36844412511e+21
8943164,4.0841338251e+22
8943187,1.68991520683e+22
8943212,1.31438952878e+22
8943268,2.70973280755e+22
8943283,2.40540871458e+22
8946016,1.40226290128e+21
8946029,1.28214122575e+22
8946034,1.67564239288e+21
8946140,1.36281767469e+21
8946183,1.94308243718e+21
8946184,2.34340146371e+21
8946349,2.10932143121e+21
8946471,1.96309137116e+22
