Kepler ID,RA (J2000),DEC (J2000), Apparent Magnitude, App Mag Uncertainty
8410498,282.088330,44.247807,19.091,0.052
8410528,282.101940,44.354481,19.085,0.050
8410529,282.102360,44.405831,19.987,0.090
8410578,282.129870,44.521657,19.565,0.052
8410600,282.141180,44.450538,16.419,0.023
8410612,282.147520,44.404393,14.348,0.019
8410637,282.158700,45.074388,16.645,0.022
8410668,282.171850,43.755206,17.873,0.026
8410679,282.174660,44.418592,13.571,0.018
8410697,282.185810,45.728501,12.828,0.018
8410727,282.200120,44.422348,14.051,0.018
8410749,282.213330,44.521268,15.891,0.023
8410775,282.224210,44.493616,15.733,0.021
8410787,282.230710,44.457280,11.560,0.018
8410808,282.247010,44.412613,15.026,0.019
8410818,282.253910,44.472525,,
8410849,282.273620,45.841198,15.587,0.020
8410876,282.290410,44.472227,19.358,0.065
8410890,282.295200,44.424158,12.857,0.018
8411016,282.362790,44.416909,19.764,0.083
8411052,282.387480,44.076000,15.970,0.021
8411053,282.387830,44.311638,18.923,0.049
8411073,282.398110,45.484548,19.275,0.055
8411123,282.428300,44.333088,13.449,0.018
8411124,282.429430,43.731057,17.494,0.027
8411137,282.437980,44.829000,15.079,0.019
8411179,282.460110,44.304784,18.099,0.030
8411197,282.471660,43.368417,18.521,0.039
8411245,282.499240,44.479146,,
8411255,282.504070,44.592460,19.882,0.077
8411265,282.509820,44.952711,,
8411283,282.521910,44.377533,19.562,0.079
8411296,282.526630,44.543269,19.703,0.069
8411306,282.533290,44.073599,14.901,0.020
8411319,282.537600,43.476252,13.463,0.018
8411421,282.600140,44.426049,19.166,0.059
8411446,282.610150,43.192508,17.299,0.027
8411499,282.636850,43.940126,18.429,0.036
8411503,282.638280,44.571744,16.953,0.024
8411509,282.640480,43.951962,19.878,0.102
8411520,282.645550,44.533917,17.528,0.025
8411565,282.669310,44.465730,16.874,0.025
8411587,282.680140,42.360559,19.923,0.089
8411693,282.737450,44.912255,19.023,0.048
8411702,282.741400,45.101991,18.568,0.040
8411742,282.766700,44.594806,19.933,0.093
8411748,282.770610,45.102996,18.449,0.038
8411749,282.770700,44.466654,15.909,0.019
8411783,282.793275,43.727004,18.069,0.025
8411788,282.795760,44.539704,17.242,0.024
8411792,282.797190,45.378167,19.673,0.080
8411804,282.805220,44.412848,15.031,0.019
8429816,291.452210,44.415570,13.368,0.019
8429927,291.487810,44.465484,17.569,0.025
8429937,291.490500,44.433489,14.982,0.020
8429977,291.507650,44.657879,17.430,0.023
8429982,291.509510,44.439191,14.493,0.020
8429994,291.513070,44.433552,18.227,0.031
8430027,291.527320,44.431700,16.308,0.022
8430053,291.539230,44.644826,18.413,0.036
8430105,291.558640,44.498713,17.625,0.026
8430117,291.562970,44.518619,18.901,0.041
8430182,291.594140,44.479273,19.506,0.064
8430215,291.605720,44.517282,15.362,0.020
8430231,291.612930,44.078884,17.302,0.025
8430263,291.623940,44.613017,18.462,0.031
8430283,291.630230,44.414331,12.739,0.018
8430336,291.653480,44.276483,13.976,0.019
8430355,291.657810,45.095802,14.089,0.019
8430358,291.658350,44.452492,13.763,0.019
8430369,291.662160,44.436144,15.698,0.020
8430379,291.665560,43.699227,17.785,0.025
8430382,291.667770,45.679936,14.745,0.019
8430412,291.680300,44.307690,16.050,0.021
8430493,291.707230,44.447644,14.098,0.018
8430585,291.738280,44.223839,18.984,0.060
8430634,291.756600,44.421478,16.020,0.019
8430692,291.777500,44.373078,17.375,0.024
8430731,291.790580,44.321160,17.853,0.025
8430744,291.796290,44.412708,19.608,0.079
8430765,291.804560,44.545921,14.678,0.019
8430808,291.818540,44.550871,17.502,0.024
8430822,291.822360,44.778927,19.097,0.064
8430847,291.831560,44.189161,20.042,0.113
8430882,291.844730,43.304768,19.876,0.088
8430887,291.845840,44.495682,12.702,0.020
8430926,291.866790,44.631438,18.712,0.040
8430932,291.870520,44.548238,19.768,0.071
8430950,291.881440,44.389055,19.121,0.057
8430964,291.886350,44.338431,17.365,0.026
8431056,291.921340,44.400371,15.852,0.020
8431063,291.923820,44.796006,17.256,0.029
8431083,291.931160,44.162308,18.034,0.036
8431084,291.931480,43.640276,18.962,0.045
8431125,291.946170,44.425867,13.464,0.019
8431136,291.951440,44.388335,18.802,0.043
8431144,291.956360,44.046513,17.179,0.031
8431192,291.973410,44.301258,16.042,0.023
8431201,291.977110,44.452796,15.224,0.024
8431222,291.985190,44.611794,17.228,0.027
8431229,291.987240,44.474289,13.074,0.021
8431232,291.988100,44.115045,16.937,0.029
8431241,291.991945,44.402571,13.091,0.013
8431263,292.001405,44.456937,15.368,0.014
8431295,292.013365,44.645679,17.228,0.017
8431311,292.018610,44.446009,14.549,0.019
8431372,292.043900,44.426139,12.871,0.018
8431373,292.044470,44.325915,18.678,0.043
8431389,292.051490,44.495878,18.530,0.039
8431390,292.051490,44.495878,18.530,0.039
8431457,292.073400,44.413473,14.606,0.018
8431466,292.077600,44.552459,18.501,0.037
8431469,292.078620,44.447127,17.700,0.026
8431478,292.080850,44.281302,19.964,0.098
8431479,292.081580,44.426833,19.827,0.082
8431509,292.094080,44.458545,19.635,0.071
8431514,292.095220,44.336966,14.333,0.018
8431531,292.103210,44.345398,16.418,0.022
8431561,292.114930,44.554175,16.424,0.020
8431611,292.128220,44.492047,17.468,0.025
8431695,292.151700,44.468088,17.427,0.023
8431720,292.164480,44.428914,19.692,0.076
8431725,292.166900,44.415756,16.068,0.019
8431732,292.168620,44.444891,15.787,0.019
8431759,292.181940,44.256166,18.184,0.029
8431771,292.187710,44.468722,12.949,0.018
8431819,292.206120,44.666930,15.066,0.018
8431826,292.207610,44.531932,18.597,0.039
8431860,292.225530,44.599335,17.587,0.025
8431875,292.233490,45.001490,17.061,0.023
8431915,292.250540,44.413015,15.879,0.019
8431917,292.250910,44.622362,18.285,0.032
8431921,292.252370,43.989979,18.382,0.026
8431946,292.265930,44.596706,19.003,0.054
8431966,292.274660,44.708079,19.151,0.052
8431971,292.277380,44.125915,19.106,0.049
8431974,292.278490,43.612454,18.484,0.037
8432039,292.307000,44.413577,13.714,0.018
8432087,292.322930,44.471871,15.845,0.019
8432117,292.336030,44.439730,15.500,0.019
8432126,292.339470,44.594326,16.097,0.019
8432135,292.342940,44.470827,14.154,0.019
8432142,292.345110,45.055602,19.869,0.079
8432151,292.347380,43.919134,18.318,0.037
8432159,292.350670,44.409064,19.074,0.049
8432188,292.363250,44.407777,13.781,0.018
8432198,292.366290,44.792306,16.928,0.024
8432219,292.376340,44.435162,12.093,0.018
8432239,292.389720,43.902302,17.935,0.027
8432249,292.393900,44.476246,14.322,0.019
8432256,292.396220,44.327199,17.800,0.024
8432264,292.398710,44.463092,13.498,0.018
8432283,292.406830,44.408622,15.565,0.020
8432298,292.414710,44.455849,14.782,0.018
8432320,292.420400,44.366366,16.264,0.019
8432334,292.427100,44.408121,15.305,0.019
8432343,292.430140,44.403812,16.108,0.020
8432425,292.467510,44.476144,14.709,0.019
8432504,292.499060,44.518057,16.414,0.020
8432508,292.499670,44.422502,15.247,0.020
8432513,292.503740,44.444577,14.906,0.020
8432535,292.511300,44.403137,16.262,0.020
8432607,292.539440,44.476030,19.460,0.059
8432609,292.539440,44.476030,19.460,0.059
8432622,292.545270,44.472114,16.144,0.021
8432702,292.575540,44.407255,16.571,0.022
8432724,292.585560,44.074747,19.667,0.077
8432759,292.597320,44.341270,19.350,0.053
8432770,292.599420,44.479082,15.106,0.021
8432782,292.603250,43.586332,19.729,0.075
8432792,292.607110,44.150665,18.663,0.040
8432843,292.628820,44.421979,15.706,0.022
8432859,292.640200,44.321606,18.708,0.036
8432885,292.647440,43.819226,19.705,0.077
8432894,292.651780,44.468599,20.189,0.091
8432910,292.659770,44.418021,18.511,0.042
8432918,292.662490,44.440315,17.743,0.029
8432920,292.662620,44.477898,15.092,0.022
8432929,292.666680,43.926934,19.009,0.045
8432946,292.674570,44.423650,14.594,0.018
8432969,292.682430,44.663513,16.784,0.022
8432987,292.688450,44.420830,15.967,0.019
8433003,292.694550,44.426028,16.209,0.021
8433016,292.700130,44.770158,18.958,0.043
8433056,292.715540,44.458171,14.778,0.020
8433099,292.732620,44.413966,14.408,0.020
8474013,281.150320,44.963550,16.475,0.021
8474075,281.191600,44.505888,15.357,0.019
8474088,281.202700,44.516321,14.548,0.019
8474190,281.285450,43.515540,13.568,0.018
8474191,281.285900,44.560272,13.198,0.019
8474216,281.304280,46.061489,13.903,0.019
8474219,281.305710,44.602326,19.536,0.062
8474253,281.325440,44.306310,19.097,0.054
8474274,281.342460,44.945760,18.649,0.026
8474295,281.362310,44.534078,13.731,0.014
8474340,281.390930,44.505046,13.447,0.020
8474365,281.408240,44.563737,12.052,0.020
8474417,281.448820,45.826944,16.218,0.020
8474463,281.474920,43.581953,19.736,0.078
8474464,281.476135,43.866586,16.910,0.019
8474485,281.490480,43.825758,18.578,0.031
8474506,281.509910,45.524386,14.971,0.018
8474556,281.547680,44.104553,19.169,0.054
8474574,281.562200,45.103303,16.883,0.023
8474606,281.582400,44.534483,16.750,0.022
8474651,281.606910,44.426268,17.174,0.024
8474659,281.614170,43.888338,18.068,0.036
8474662,281.615310,45.112236,19.786,0.083
8474682,281.627430,44.576264,16.810,0.021
8474733,281.656300,44.516332,18.857,0.039
8474740,281.657560,44.489274,18.594,0.031
8474746,281.664100,44.590731,12.357,0.018
8474752,281.668650,44.251924,19.096,0.051
8474759,281.673710,44.443332,18.472,0.030
8474765,281.677440,44.593076,16.702,0.021
8474795,281.695840,44.565761,15.832,0.019
8474863,281.744030,44.503044,16.024,0.019
8474864,281.745160,43.658860,18.759,0.037
8474892,281.763120,44.577276,14.495,0.018
8474900,281.769210,44.545290,13.638,0.018
8474915,281.779510,44.415956,12.480,0.018
8474978,281.808660,44.517441,15.913,0.019
8474990,281.816600,44.513089,12.353,0.019
8475025,281.837840,44.575406,12.024,0.018
8475026,281.837910,44.565020,15.395,0.019
8475041,281.845850,44.512255,13.764,0.018
8475053,281.854400,44.550648,15.630,0.024
8475056,281.855800,44.587776,15.572,0.019
8475072,281.868920,44.573936,14.888,0.019
8475074,281.869680,46.643232,18.474,0.042
8475076,281.870710,44.512004,13.097,0.019
8475164,281.924610,44.595844,13.469,0.018
8475183,281.939730,44.622302,17.123,0.023
8475187,281.942060,44.564094,14.523,0.022
8475205,281.954210,44.596450,14.899,0.019
8475209,281.957530,44.552875,15.077,0.020
8475216,281.960630,44.506200,14.215,0.019
8475233,281.969620,44.533294,14.691,0.018
8475263,281.992200,44.577998,15.821,0.022
8475297,282.015670,44.069413,,
8475303,282.019430,42.579131,16.482,0.022
8475309,282.022560,43.956165,19.100,0.051
8475335,282.035090,44.514469,14.191,0.022
8475339,282.036860,44.529658,15.047,0.022
8475353,282.047380,44.550321,15.231,0.022
8475369,282.057320,44.554579,15.948,0.023
8475438,282.102740,45.964982,16.565,0.022
8475449,282.109780,44.539282,19.874,0.083
8475483,282.133470,44.552591,16.922,0.022
8475511,282.149900,44.296249,19.315,0.059
8475518,282.157270,45.034716,19.679,0.094
8475521,282.158960,44.503252,14.249,0.021
8475528,282.162110,43.478258,16.749,0.025
8475567,282.179720,44.586187,15.687,0.023
8475624,282.200760,44.864124,19.076,0.052
8475644,282.218010,44.541810,15.656,0.021
8475649,282.220290,44.551098,15.455,0.022
8475663,282.229000,44.595523,18.951,0.040
8475684,282.245410,44.521665,13.900,0.021
8475717,282.262950,44.248486,20.016,0.101
8475756,282.289220,43.935527,,
8475826,282.324520,44.551720,16.245,0.021
8475844,282.336600,44.624529,19.326,0.051
8475872,282.352460,45.446241,18.887,0.053
8475879,282.357820,44.525978,15.938,0.021
8475898,282.370510,44.533787,15.429,0.020
8475920,282.382400,44.579936,17.769,0.025
8475958,282.400550,44.537975,15.202,0.019
8475993,282.426730,44.274582,19.681,0.068
8476000,282.430670,44.412804,16.385,0.021
8476013,282.441220,44.556735,19.429,0.057
8476045,282.457570,44.705676,14.673,0.019
8476054,282.464940,44.565287,16.443,0.020
8476061,282.466530,44.395908,18.165,0.032
8476108,282.495180,43.171984,19.737,0.094
8476113,282.496400,44.528141,14.558,0.019
8476117,282.498440,44.682321,18.626,0.039
8476177,282.533720,44.550628,12.063,0.018
8476238,282.561740,44.428430,,
8476245,282.564180,43.576185,18.402,0.034
8476341,282.609730,43.916675,18.824,0.043
8476384,282.633740,44.599738,15.533,0.020
8476415,282.646420,44.545158,13.021,0.019
8476457,282.669695,44.904599,16.112,0.016
8476513,282.698295,44.657404,12.883,0.014
8476554,282.720310,45.089656,17.544,0.026
8476593,282.746120,44.547302,13.765,0.019
8494413,291.496510,44.503804,14.495,0.021
8494476,291.523260,44.840908,14.641,0.019
8494533,291.545210,43.648865,18.159,0.027
8494546,291.553110,44.515141,19.205,0.051
8494601,291.571590,44.633905,20.019,0.084
8494649,291.590660,44.763259,18.584,0.038
8494662,291.594340,44.433977,17.087,0.023
8494783,291.637320,44.564341,12.133,0.018
8494791,291.642210,44.580262,15.922,0.020
8494810,291.648790,44.847886,16.955,0.023
8494839,291.657310,44.517277,16.988,0.022
8494841,291.659290,44.752770,19.390,0.064
8494872,291.670850,44.614139,19.291,0.057
8494902,291.685110,44.511761,14.541,0.019
8494909,291.686330,44.534344,17.290,0.022
8494951,291.699180,44.805458,19.196,0.056
8494973,291.704940,44.625836,18.328,0.031
8494985,291.709720,44.535139,17.951,0.026
8495051,291.732830,44.262960,19.756,0.085
8495082,291.743370,45.156728,19.546,0.093
8495097,291.751880,44.762647,18.011,0.028
8495124,291.760730,44.647853,19.400,0.065
8495143,291.769670,43.666632,19.946,0.074
8495205,291.792320,44.546851,14.184,0.019
8495228,291.801500,44.515021,18.361,0.032
8495232,291.803680,44.534698,12.485,0.019
8495236,291.804660,44.190193,15.504,0.020
8495263,291.816550,44.090403,14.534,0.021
8495271,291.819870,44.969624,14.863,0.015
8495281,291.825820,44.393357,12.666,0.019
8495286,291.828790,44.665362,18.828,0.042
8495289,291.829500,44.575446,14.719,0.019
8495298,291.833350,44.592971,18.878,0.045
8495326,291.844040,44.513394,17.992,0.030
8495376,291.863420,44.662521,18.437,0.035
8495397,291.874320,43.982445,18.145,0.034
8495415,291.881300,43.854541,19.540,0.075
8495491,291.914150,44.710125,19.111,0.053
8495499,291.917260,44.495256,20.137,0.107
8495515,291.924110,44.593070,13.415,0.021
8495525,291.927220,44.203522,17.090,0.026
8495583,291.951700,44.543595,15.374,0.021
8495590,291.954180,44.532853,20.040,0.097
8495616,291.961870,43.825714,18.518,0.027
8495625,291.964470,44.560901,15.139,0.022
8495626,291.966420,44.537278,12.213,0.021
8495644,291.974750,44.694772,18.106,0.035
8495707,292.003900,44.557817,15.535,0.015
8495734,292.011610,43.771135,16.884,0.023
8495755,292.018760,44.527544,11.279,0.020
8495760,292.020480,44.461304,19.618,0.074
8495819,292.045430,44.555598,13.749,0.019
8495840,292.056000,44.560496,14.224,0.019
8495845,292.060210,44.575958,15.965,0.020
8495892,292.075960,44.559319,15.943,0.030
8495928,292.092780,44.416177,17.636,0.025
8496012,292.128300,43.559855,,
8496042,292.144610,44.527574,12.504,0.018
8496043,292.144720,44.565173,14.129,0.018
8496069,292.154610,44.804357,20.242,0.125
8496096,292.167920,44.510431,13.228,0.018
8496106,292.170710,43.751816,19.790,0.080
8496159,292.194020,44.584071,14.400,0.018
8496165,292.197900,44.588924,14.144,0.018
8496175,292.203500,44.547481,13.513,0.018
8496196,292.212790,44.455454,19.614,0.067
8496249,292.238890,44.543340,15.502,0.018
8496250,292.238970,44.523012,16.548,0.021
8496260,292.243450,44.378005,15.475,0.018
8496268,292.244920,44.491564,19.942,0.086
8496367,292.285410,44.583226,13.598,0.018
8496372,292.286570,44.431746,20.216,0.098
8496391,292.291100,44.475390,19.553,0.068
8496410,292.302930,44.427512,20.079,0.094
8496455,292.323820,44.573532,14.288,0.018
8496484,292.335730,44.515635,14.046,0.018
8496492,292.339520,44.283872,14.500,0.018
8496496,292.341160,44.497192,19.058,0.043
8496527,292.356910,44.583435,12.177,0.018
8496536,292.362920,44.564734,13.384,0.018
8496572,292.375900,44.547638,12.785,0.018
8496578,292.379310,44.650897,19.790,0.079
8496623,292.394110,44.526483,15.511,0.019
8496682,292.418450,44.588711,15.643,0.019
8496720,292.429670,44.134293,18.082,0.030
8496741,292.437620,45.113134,16.777,0.022
8496753,292.445720,44.500458,13.306,0.018
8496759,292.449230,44.578717,13.407,0.019
8496766,292.451180,44.546891,14.710,0.020
8496781,292.455010,44.508135,15.035,0.018
8496788,292.458200,44.603624,15.909,0.020
8496805,292.466920,44.812330,14.519,0.021
8496820,292.473100,44.565379,18.791,0.042
8496855,292.484150,44.596656,13.765,0.019
8496931,292.515920,44.576100,14.148,0.020
8496969,292.531960,44.552905,15.779,0.019
8497021,292.555710,44.503384,17.373,0.024
8497181,292.617460,44.168982,,
8497184,292.618810,44.506204,15.771,0.022
8497211,292.627640,44.500164,13.559,0.021
8497229,292.633070,44.516100,15.463,0.020
8538684,281.266230,44.622339,13.702,0.019
8538742,281.321660,44.624110,13.572,0.019
8538793,281.362315,44.670049,13.438,0.014
8538804,281.375470,44.305126,17.597,0.025
8538820,281.388510,44.679272,15.576,0.020
8538829,281.396480,44.738817,15.256,0.020
8538843,281.408180,44.530846,19.438,0.057
8538853,281.421400,42.740102,14.763,0.020
8538854,281.422010,44.624013,15.736,0.019
8538859,281.425460,43.860304,18.985,0.066
8538873,281.436320,44.684498,16.047,0.020
8538882,281.441850,43.695172,15.278,0.022
8538893,281.450270,45.012972,17.452,0.026
8538925,281.470110,44.562116,19.103,0.046
8538934,281.477570,45.839157,20.065,0.102
8538942,281.484110,44.611588,16.156,0.020
8538964,281.501700,45.893971,16.109,0.015
8538984,281.515610,43.992116,18.907,0.043
8538985,281.515980,44.900866,18.534,0.034
8539020,281.545400,44.632694,15.401,0.019
8539074,281.579000,44.658822,12.563,0.018
8539128,281.625190,44.120395,16.860,0.023
8539155,281.640920,44.619656,12.690,0.018
8539181,281.660590,45.212168,18.101,0.030
8539194,281.665310,44.267179,17.012,0.022
8539201,281.673520,44.714366,15.833,0.020
8539248,281.705500,44.698327,15.842,0.020
8539251,281.706250,43.712612,19.830,0.081
8539252,281.710140,44.899928,19.161,0.053
8539257,281.714500,44.658561,15.632,0.020
8539268,281.721330,44.685322,14.219,0.019
8539365,281.777440,45.224392,,
8539406,281.805740,44.635684,12.951,0.018
8539432,281.823040,44.620618,12.028,0.018
8539468,281.846680,43.843859,19.547,0.067
8539511,281.869200,43.578053,20.046,0.086
8539551,281.893100,44.687890,15.674,0.020
8539560,281.899920,44.692194,15.469,0.019
8539599,281.915920,44.667875,12.911,0.019
8539612,281.924950,45.495894,16.602,0.022
8539624,281.930950,44.663583,16.156,0.021
8539693,281.974345,44.004666,19.566,0.049
8539707,281.981440,42.560587,20.338,0.103
8539720,281.988490,42.646964,18.357,0.033
8539725,281.992550,44.615882,13.737,0.018
8539753,282.007100,44.600421,12.520,0.019
8539758,282.011950,44.616183,15.927,0.020
8539850,282.073550,44.686895,14.013,0.020
8539852,282.074240,44.604447,15.801,0.021
8539889,282.096500,44.699155,13.839,0.021
8539939,282.121230,44.698829,12.950,0.020
8539948,282.126140,46.542898,13.511,0.018
8540034,282.177990,44.510479,18.138,0.119
8540036,282.178300,44.620811,14.221,0.020
8540066,282.193600,44.841280,12.596,0.023
8540081,282.205030,44.668899,13.793,0.020
8540105,282.216400,44.602491,13.081,0.019
8540180,282.251440,44.622475,15.365,0.021
8540204,282.265720,44.662219,15.095,0.020
8540218,282.274430,45.085218,19.214,0.063
8540267,282.300360,42.630866,17.779,0.028
8540268,282.300710,44.673357,14.920,0.020
8540269,282.301450,44.407861,19.648,0.076
8540270,282.301450,44.407861,19.648,0.076
8540280,282.307940,46.210462,17.898,0.032
8540307,282.324640,44.535658,17.954,0.027
8540315,282.334930,44.631362,16.376,0.020
8540325,282.340190,44.663435,18.282,0.032
8540332,282.344690,44.372472,20.070,0.102
8540335,282.350110,44.603214,15.643,0.019
8540376,282.377530,44.694648,14.411,0.019
8540384,282.379840,44.217167,19.705,0.082
8540454,282.427840,44.362432,18.192,0.059
8540476,282.444310,44.612601,19.848,0.084
8540488,282.452320,44.619397,13.796,0.018
8540530,282.481800,44.589731,18.868,0.040
8540587,282.503240,45.052527,18.398,0.042
8540615,282.522410,44.698865,11.990,0.019
8540616,282.523850,44.649707,14.536,0.019
8540638,282.533110,44.661663,15.506,0.019
8540664,282.544320,44.686705,14.376,0.019
8540669,282.546590,46.081538,19.844,0.100
8540678,282.553070,44.612057,13.301,0.018
8540708,282.564370,44.547128,18.662,0.037
8540767,282.592620,43.974961,17.690,0.031
8540791,282.602950,44.644489,13.670,0.019
8540820,282.611250,44.673439,12.941,0.021
8540842,282.622520,44.649175,12.280,0.019
8540869,282.634490,45.459660,18.625,0.040
8546937,285.966600,45.110513,15.827,0.021
8547366,286.200740,44.597697,14.615,0.018
8547842,286.454670,45.553363,19.639,0.093
8548111,286.615390,44.621981,13.011,0.019
8548416,286.788670,46.199200,16.146,0.020
8603697,281.438620,44.142881,13.675,0.021
8603722,281.454830,45.068543,18.892,0.046
8603745,281.471560,44.716947,13.364,0.018
8603820,281.533455,44.963475,15.797,0.015
8603873,281.566490,44.064654,12.530,0.019
8603877,281.568980,42.907927,18.769,0.041
8603883,281.571950,45.265191,17.196,0.022
8603911,281.595450,44.896452,17.491,0.025
8603926,281.608440,45.241238,17.225,0.023
8603941,281.616130,45.241931,19.582,0.067
8603948,281.619900,44.744151,14.009,0.018
8603951,281.622410,44.718992,15.527,0.019
8603975,281.639110,45.802297,17.298,0.023
8604020,281.666730,44.791805,15.087,0.019
8604028,281.673640,44.589131,13.887,0.018
8604045,281.686340,44.259964,18.093,0.028
8604050,281.688410,44.708935,14.996,0.019
8604104,281.726740,44.412498,19.587,0.060
8604156,281.759400,44.740310,15.210,0.020
8604158,281.760680,45.145977,19.035,0.050
8604169,281.765370,44.417162,16.759,0.023
8604175,281.768730,44.775486,16.010,0.020
8604196,281.778480,44.581491,19.889,0.073
8604305,281.836670,44.590786,18.216,0.030
8604307,281.838510,47.845136,18.791,0.050
8604308,281.838950,45.959717,19.183,0.063
8604325,281.853435,44.018453,15.755,0.014
8604386,281.888460,44.636691,18.878,0.039
8604466,281.932160,45.592655,15.351,0.021
8604474,281.936810,45.291369,17.090,0.024
8604481,281.940880,44.557678,17.733,0.024
8604489,281.944730,47.257318,19.161,0.059
8604510,281.960710,44.787446,15.629,0.021
8604543,281.977900,44.726311,15.130,0.020
8604575,281.994430,44.704125,16.000,0.020
8604597,282.004490,43.953097,19.262,0.050
8604645,282.034490,45.648089,18.175,0.030
8604646,282.034750,44.701398,12.943,0.020
8604662,282.045210,44.781091,12.534,0.021
8604666,282.046070,44.768167,14.451,0.020
8604726,282.083850,44.782504,15.379,0.021
8604729,282.085640,44.790917,12.829,0.020
8604757,282.099290,44.881229,20.603,0.157
8604782,282.117380,44.719949,14.763,0.020
8604799,282.125830,43.694896,18.584,0.030
8604869,282.175920,44.278451,19.001,0.044
8604877,282.180090,44.728715,15.147,0.021
8604880,282.180510,44.727322,14.880,0.020
8604892,282.185620,45.249219,18.788,0.074
8604897,282.187640,44.710309,20.084,0.087
8604907,282.191630,44.709321,15.847,0.021
8604912,282.195830,44.811772,18.351,0.032
8604944,282.211520,44.697769,19.028,0.048
8604955,282.217980,44.894733,18.430,0.031
8604993,282.243950,44.730130,17.265,0.023
8605019,282.254130,44.765779,13.898,0.018
8605042,282.277240,46.917335,18.669,0.045
8605056,282.294110,44.721596,,
8605096,282.323860,45.932969,19.133,0.066
8605113,282.337750,44.792223,12.929,0.018
8605117,282.341545,44.001960,16.109,0.015
8605196,282.383510,44.776359,13.227,0.019
8605197,282.383830,44.870437,19.207,0.051
8605198,282.384840,43.975305,19.490,0.070
8605216,282.395160,44.868013,19.704,0.075
8605229,282.405210,44.720912,19.389,0.050
8605236,282.407350,44.570082,19.836,0.073
8605289,282.432185,44.024320,18.041,0.023
8605302,282.435550,43.064486,19.991,0.107
8605303,282.437560,44.755397,18.792,0.042
8605309,282.442160,45.230742,18.329,0.039
8605313,282.443430,45.254255,18.137,0.036
8605322,282.452110,44.569015,17.593,0.026
8605390,282.496710,45.004516,,
8605414,282.507900,44.726628,15.661,0.021
8605419,282.510000,44.753855,15.229,0.020
8609193,284.539190,43.801448,18.780,0.047
8624950,291.836390,43.311569,16.450,0.023
8624959,291.839710,44.968527,20.079,0.131
8625207,291.937980,44.730914,17.388,0.027
8625289,291.968950,44.713089,18.597,0.039
8625297,291.971920,44.517913,19.956,0.089
8625354,291.998380,44.993999,18.589,0.052
8625408,292.017325,44.713327,13.192,0.015
8625495,292.057650,44.805550,19.263,0.063
8625558,292.081340,44.042615,19.740,0.090
8625620,292.104900,44.745720,14.073,0.019
8625793,292.170620,44.789215,19.497,0.069
8625846,292.188410,44.764665,14.741,0.019
8625884,292.207610,44.682765,18.820,0.038
8625925,292.220370,44.843916,17.158,0.023
8625941,292.232770,44.748385,12.964,0.019
8625945,292.234270,44.756095,13.928,0.019
8625966,292.243720,44.620972,19.201,0.055
8625970,292.244830,44.719742,13.022,0.018
8626003,292.263170,44.795253,18.239,0.031
8626053,292.286310,45.168026,18.537,0.037
8626104,292.311760,45.136775,18.018,0.030
8626126,292.316360,44.880897,18.870,0.044
8626161,292.329970,45.603367,18.933,0.043
8626164,292.330580,44.834039,18.321,0.035
8626219,292.357420,44.712459,12.084,0.018
8626254,292.373770,44.694556,17.588,0.036
8626275,292.383440,44.934022,16.385,0.020
8626338,292.408240,44.750696,16.522,0.024
8626412,292.442980,44.547534,17.474,0.023
8668687,281.634860,46.330037,16.288,0.019
8668720,281.652390,45.533234,18.221,0.031
8668752,281.677100,44.185329,18.697,0.040
8668803,281.711810,44.838689,13.947,0.018
8668842,281.738385,44.953737,18.643,0.026
8668855,281.750350,44.213974,16.824,0.023
8668860,281.753340,44.843038,15.429,0.019
8668924,281.798630,44.899450,18.729,0.041
8669014,281.852350,44.809820,,
8669050,281.867080,44.812198,13.670,0.019
8669090,281.887160,44.851393,14.027,0.019
8669092,281.893100,44.687890,15.674,0.020
8669094,281.893550,44.872518,13.835,0.019
8669095,281.893910,44.807997,14.782,0.019
8669097,281.895610,46.109714,17.103,0.024
8669151,281.924610,44.899249,,
8669154,281.925850,45.010198,17.475,0.027
8669185,281.953730,44.889458,13.573,0.019
8669220,281.982910,44.821706,14.940,0.020
8669244,281.997770,44.604632,19.965,0.079
8669254,282.007130,44.886362,16.330,0.021
8669282,282.023260,44.814217,11.384,0.022
8669312,282.044500,44.569949,19.456,0.056
8669389,282.088460,44.859752,13.511,0.020
8669427,282.107190,44.896895,13.997,0.019
8669549,282.178430,44.560246,19.095,0.043
8669582,282.193560,44.655560,14.571,0.019
8669649,282.226720,45.061162,15.948,0.020
8669667,282.237130,42.733545,18.785,0.039
8669705,282.255860,45.044202,19.956,0.134
8669720,282.265920,44.848332,,
8669752,282.285790,44.217090,16.982,0.023
8669806,282.321930,44.801242,12.445,0.018
8669850,282.349460,44.888151,17.138,0.023
8669888,282.369640,45.083443,16.826,0.022
8669907,282.379220,44.847345,15.839,0.020
8669935,282.396720,45.122945,18.962,0.055
8669980,282.421350,45.476755,18.832,0.056
8673771,284.442730,45.745288,18.536,0.047
8674179,284.651580,44.902929,17.551,0.031
8674241,284.688410,44.823586,15.391,0.020
8733196,281.814890,44.747770,19.059,0.042
8733242,281.844260,44.725103,16.741,0.021
8733266,281.861280,45.356253,16.902,0.028
8733279,281.868235,44.953492,15.246,0.014
8733329,281.894630,44.995247,15.604,0.020
8733341,281.901780,44.937223,16.660,0.029
8733356,281.910690,44.025057,19.940,0.096
8733390,281.933825,44.979679,14.911,0.014
