Kepler ID,RA (J2000),DEC (J2000), Apparent Magnitude, App Mag Uncertainty
7622649,296.066400,43.333235,16.361,0.021
7622690,296.077800,43.252625,16.996,0.023
7622760,296.093880,43.233014,14.386,0.018
7622767,296.095100,43.509880,18.225,0.028
7622787,296.100920,43.266165,13.047,0.019
7622796,296.105530,43.150990,19.545,0.063
7622847,296.118540,43.253609,13.388,0.018
7622885,296.127280,43.305887,19.794,0.087
7622967,296.149120,43.358758,18.898,0.103
7622979,296.151880,43.096749,17.114,0.023
7623046,296.167140,43.117315,19.707,0.108
7623049,296.167960,43.469424,18.868,0.050
7623120,296.185480,43.478547,18.362,0.032
7623143,296.189600,43.259778,16.193,0.022
7623160,296.193330,43.041174,20.055,0.105
7623187,296.200300,43.489920,18.137,0.030
7623314,296.238930,43.249181,18.362,0.035
7623344,296.237420,43.216457,14.642,0.018
7623383,296.246990,42.959219,15.243,0.019
7623476,296.272210,43.488779,15.563,0.019
7623511,296.278550,43.197284,19.415,0.057
7623995,296.388620,42.741347,18.231,0.031
7624015,296.393260,43.172936,19.897,0.083
7624113,296.417870,43.256635,19.342,0.055
7624144,296.422120,43.074435,18.284,0.034
7624173,296.428820,43.256783,16.848,0.020
7624180,296.431740,43.343409,18.724,0.035
7624238,296.443720,43.909080,18.617,0.035
7624271,296.451330,43.103796,18.727,0.039
7624297,296.467830,43.291219,18.520,0.035
7624503,296.505940,43.204106,12.823,0.034
7624504,296.506280,43.134163,18.596,0.038
7624511,296.507230,43.253083,17.859,0.027
7624527,296.509120,43.125261,18.086,0.032
7624606,296.528590,43.183688,19.004,0.054
7624699,296.550300,42.931964,17.987,0.030
7624741,296.561600,43.209844,12.620,0.018
7624753,296.565360,43.222186,18.778,0.052
7624782,296.573210,42.735793,16.996,0.021
7624909,296.602890,43.158731,19.121,0.052
7624935,296.607980,43.211544,18.956,0.048
7625010,296.625880,43.301190,19.791,0.092
7625082,296.645810,43.512912,18.934,0.080
7625094,296.648120,43.292331,11.157,0.018
7625113,296.653350,43.271230,15.333,0.019
7625138,296.659790,43.270400,11.402,0.018
7625143,296.660870,43.245594,18.568,0.042
7625150,296.662380,43.398630,16.493,0.041
7625221,296.680440,43.453283,17.597,0.026
7625261,296.699080,43.256440,18.875,0.049
7625267,296.690430,43.292915,16.119,0.020
7625358,296.713500,43.210054,15.148,0.019
7625616,296.774660,43.400007,16.647,0.021
7625658,296.783720,43.372959,19.286,0.061
7625670,296.787940,43.206311,18.085,0.139
7625723,296.799690,43.484476,19.962,0.097
7625738,296.801720,43.211016,14.370,0.019
7625775,296.809950,43.494604,16.898,0.022
7625883,296.840300,43.010992,18.087,0.031
7625952,296.857470,43.217424,17.096,0.025
7625966,296.860180,43.236935,19.255,0.066
7626093,296.889200,43.265713,15.428,0.019
7626190,296.911540,43.153246,17.941,0.033
7626321,296.941050,43.219910,13.614,0.019
7626339,296.945240,43.177142,19.206,0.075
7626370,296.952130,43.291704,18.210,0.037
7626457,296.972100,43.457853,20.133,0.119
7626506,296.981090,43.209802,14.006,0.018
7626615,297.011270,42.936505,19.718,0.091
7626658,297.023550,43.215800,16.411,0.022
7626669,297.025540,43.251904,19.622,0.079
7626693,297.032560,43.235551,,
7627042,297.110660,43.134916,17.590,0.030
7661281,282.279330,43.668041,17.355,0.023
7661316,282.300410,43.336608,14.591,0.021
7661320,282.302210,42.893733,20.217,0.118
7661331,282.308700,43.343075,18.918,0.052
7661362,282.322920,43.331971,12.440,0.020
7661396,282.346515,43.041301,19.571,0.050
7661403,282.349750,43.372653,17.685,0.026
7661409,282.353260,43.068745,16.416,0.015
7661439,282.378810,46.345652,19.473,0.078
7661500,282.411460,43.366965,17.232,0.025
7661515,282.419450,43.312390,20.076,0.115
7661559,282.436920,43.373427,16.576,0.021
7661564,282.440550,42.414338,18.595,0.042
7661598,282.463430,44.820087,15.214,0.020
7661609,282.467820,43.581001,19.033,0.050
7661672,282.513660,42.194728,16.820,0.023
7661678,282.517600,42.488729,16.937,0.024
7661689,282.525000,43.353776,14.455,0.019
7661720,282.547310,43.315661,,
7661732,282.554610,43.361015,17.395,0.026
7661752,282.563830,42.887414,19.249,0.058
7661768,282.572160,43.324900,19.997,0.095
7661801,282.585580,43.498552,19.300,0.071
7661829,282.601680,44.744557,15.695,0.022
7661869,282.625105,43.079053,19.130,0.039
7661871,282.625560,43.242458,20.585,0.198
7661883,282.631370,43.274884,19.262,0.067
7661893,282.636220,42.830516,19.445,0.069
7661902,282.640100,43.338038,15.350,0.021
7661910,282.645710,42.366969,19.067,0.051
7661935,282.656500,43.384936,13.772,0.021
7661958,282.667450,43.392951,14.852,0.022
7661959,282.667510,44.931573,18.140,0.026
7661977,282.681720,42.775667,18.579,0.036
7661982,282.682780,43.354357,19.634,0.077
7662016,282.702130,42.849241,16.343,0.022
7662025,282.709340,43.210544,19.567,0.092
7662076,282.737230,43.303835,,
7662081,282.739650,43.334354,15.916,0.023
7662104,282.751430,43.335576,14.536,0.021
7662118,282.756420,43.342671,16.663,0.024
7662180,282.779610,43.872635,17.550,0.029
7662207,282.791530,43.191519,19.695,0.088
7662209,282.792400,43.275930,16.642,0.017
7662216,282.799920,43.407686,,
7662277,282.837510,42.442989,19.988,0.100
7662335,282.882340,43.351221,15.617,0.020
7662337,282.883340,43.306658,12.177,0.019
7662339,282.884760,43.507411,18.777,0.047
7662402,282.923130,43.268792,19.820,0.092
7662428,282.935760,43.538834,,
7662453,282.952940,43.339639,15.659,0.019
7662492,282.976110,43.324132,15.029,0.018
7662502,282.981200,43.672525,19.058,0.049
7662514,282.988700,43.371328,14.334,0.018
7662566,283.016660,43.299532,18.148,0.032
7662577,283.020200,43.371974,15.711,0.018
7662589,283.025450,43.491267,15.744,0.018
7662637,283.046400,43.374010,15.259,0.018
7662654,283.053970,43.798714,14.244,0.018
7662711,283.087620,43.234837,16.495,0.020
7662741,283.106240,43.354906,15.015,0.018
7662744,283.111610,44.409490,18.855,0.046
7662750,283.118370,43.377168,13.468,0.017
7662784,283.134900,42.802772,19.498,0.078
7662795,283.142550,43.119390,19.386,0.065
7662805,283.148270,43.343268,13.361,0.018
7662831,283.162110,43.387885,11.649,0.018
7662856,283.176230,43.344508,16.253,0.020
7662901,283.205010,43.396645,14.005,0.018
7662914,283.212300,43.313452,14.583,0.018
7662960,283.237640,43.374619,15.081,0.019
7662963,283.239530,43.384056,15.179,0.018
7662992,283.259020,43.329006,12.543,0.018
7663039,283.277630,43.359307,13.586,0.018
7663042,283.278390,43.255541,17.629,0.025
7663100,283.314810,43.363498,15.265,0.018
7663109,283.322440,43.328891,15.187,0.018
7663127,283.331840,44.286681,18.856,0.043
7663165,283.351150,43.413459,18.883,0.048
7663174,283.357050,43.387865,15.612,0.018
7663180,283.359850,43.491605,18.990,0.048
7663228,283.385140,43.358466,12.502,0.018
7663278,283.415590,43.314611,15.613,0.019
7670943,287.345700,43.378477,11.076,0.017
7671028,287.379890,42.678401,15.636,0.019
7671029,287.379990,42.715997,17.224,0.023
7671053,287.390460,43.357961,15.525,0.019
7671055,287.390590,42.828981,17.516,0.026
7671065,287.396010,43.335485,15.694,0.019
7671081,287.402640,43.363966,16.702,0.023
7671097,287.414400,43.336420,15.371,0.019
7671099,287.414930,43.326530,15.174,0.019
7671118,287.423750,41.672256,18.190,0.030
7671153,287.444610,43.394421,14.459,0.018
7671162,287.447260,43.362747,14.768,0.018
7671175,287.450700,43.354420,15.648,0.019
7671229,287.479420,43.375973,13.647,0.018
7671267,287.490600,43.310283,15.376,0.019
7671314,287.511110,42.747652,19.737,0.083
7671318,287.513500,43.378897,12.589,0.017
7671353,287.531970,43.353588,19.522,0.098
7671386,287.545430,43.360551,15.229,0.018
7671407,287.551840,43.386955,13.623,0.018
7671422,287.560810,40.360222,19.720,0.121
7671425,287.561850,43.326460,13.090,0.017
7671428,287.562220,43.300443,15.630,0.019
7671546,287.612050,43.348760,,
7671560,287.621970,43.036327,17.341,0.027
7671562,287.622660,42.877673,17.672,0.028
7671568,287.624970,43.366633,15.922,0.019
7671579,287.628330,43.348626,14.275,0.018
7671594,287.635970,42.866859,19.509,0.072
7671626,287.647530,43.339030,14.865,0.018
7671649,287.660510,43.335136,18.073,0.040
7671654,287.663730,43.362399,13.860,0.018
7671695,287.682020,43.365523,16.052,0.020
7671716,287.694120,43.315595,10.840,0.018
7671746,287.712230,43.364233,14.782,0.018
7671776,287.726420,43.302623,14.381,0.018
7671826,287.748600,43.371510,14.954,0.018
7671833,287.752200,43.387958,11.656,0.017
7671841,287.754800,42.764817,18.527,0.039
7671855,287.763160,43.486764,20.014,0.175
7671948,287.812110,43.319360,12.229,0.018
7671950,287.812810,43.362607,15.479,0.019
7671956,287.814930,43.362908,15.284,0.019
7671974,287.820120,43.353849,11.818,0.018
7672013,287.837360,43.131331,19.514,0.109
7672018,287.839510,43.335905,15.347,0.019
7672060,287.859980,44.066423,18.353,0.042
7672064,287.862110,43.383438,13.662,0.018
7672067,287.862920,42.012579,17.869,0.031
7672068,287.863890,43.299236,18.281,0.047
7672076,287.870940,45.011230,19.619,0.079
7672078,287.872350,44.080044,19.667,0.101
7672097,287.879400,43.364159,16.076,0.021
7672100,287.881160,43.383030,18.223,0.047
7672163,287.911110,43.380031,14.802,0.018
7672186,287.923590,43.617860,19.307,0.079
7672215,287.937560,44.078997,,
7672292,287.979160,43.322072,16.296,0.021
7672321,287.990400,43.312265,13.942,0.018
7672323,287.990890,43.174793,15.557,0.019
7672343,287.999240,43.308017,15.135,0.018
7672405,288.017620,43.347692,12.173,0.018
7672418,288.022270,43.316668,14.658,0.018
7672427,288.027015,43.376388,14.181,0.013
7672445,288.033170,43.459618,19.169,0.052
7672453,288.036780,43.380277,11.081,0.012
7672476,288.046610,43.358597,14.885,0.013
7672483,288.050325,43.703646,16.709,0.015
7672485,288.051000,43.396398,16.032,0.020
7672492,288.053300,43.358495,13.683,0.018
7672512,288.060100,43.325502,15.236,0.019
7672526,288.065550,43.319508,14.072,0.018
7672532,288.067710,43.339933,13.997,0.018
7672565,288.083420,43.047494,13.977,0.014
7672590,288.090450,43.350720,14.656,0.018
7672591,288.090820,43.395110,15.043,0.018
7672629,288.107420,43.315097,14.645,0.018
7672667,288.125710,43.321503,16.184,0.020
7672682,288.133310,43.368273,15.533,0.019
7672686,288.135920,42.960693,17.085,0.022
7672693,288.141920,43.317440,14.717,0.018
7672716,288.153700,42.935678,14.663,0.018
7672772,288.172100,43.959418,19.199,0.067
7672804,288.186610,43.305117,13.155,0.018
7672808,288.188790,43.410299,14.338,0.018
7672824,288.195410,43.350386,16.060,0.019
7672831,288.198560,43.341767,15.991,0.020
7672837,288.202430,43.374942,13.237,0.017
7672863,288.217480,43.612955,20.014,0.117
7672881,288.227140,43.372492,15.413,0.019
7672886,288.230230,43.935140,18.363,0.039
7672898,288.241030,43.332483,13.637,0.018
7672917,288.248130,43.350921,15.287,0.018
7672926,288.251240,43.436932,18.780,0.049
7672927,288.252000,43.330009,15.642,0.019
7672940,288.258660,43.376545,12.300,0.017
7672969,288.269350,43.331882,11.156,0.017
7673005,288.287330,43.305867,12.730,0.017
7673010,288.290910,43.852391,19.102,0.065
7673018,288.295320,43.336475,11.932,0.017
7673019,288.295320,43.336475,11.932,0.017
7673037,288.301850,43.151984,18.167,0.034
7673073,288.320900,43.587335,16.323,0.020
7673134,288.343460,43.388906,15.347,0.018
7673172,288.359410,43.354492,11.500,0.018
7673192,288.370230,43.354687,13.387,0.017
7673194,288.370690,43.074539,17.651,0.020
7673197,288.371020,43.368455,14.046,0.018
7673223,288.387400,43.395832,19.010,0.048
7673264,288.406950,43.308909,15.460,0.019
7673310,288.431050,43.351840,16.216,0.019
7673352,288.450640,43.349185,14.780,0.018
7673365,288.456410,43.253306,18.475,0.038
7673385,288.463810,43.347490,14.621,0.018
7673401,288.470040,43.354172,17.004,0.022
7673409,288.472310,44.096086,18.350,0.039
7673423,288.479550,43.381731,13.680,0.018
7673456,288.493500,43.376163,14.630,0.018
7673474,288.500550,43.321330,15.618,0.019
7673494,288.508320,43.384338,14.778,0.018
7673496,288.508600,43.205904,14.567,0.018
7673520,288.520550,43.399564,15.069,0.018
7673572,288.539600,43.685203,17.460,0.023
7673604,288.553930,43.713490,17.265,0.024
7673670,288.581570,43.305086,15.694,0.018
7673675,288.583680,43.236966,17.488,0.027
7673710,288.596930,43.373392,15.802,0.019
7673724,288.605180,43.336327,15.289,0.018
7673759,288.623560,43.310830,18.339,0.037
7673768,288.626870,43.351951,16.753,0.020
7673779,288.632160,43.350807,13.556,0.018
7673795,288.637710,43.312049,15.579,0.018
7673841,288.660820,43.368260,13.644,0.018
7673859,288.667410,43.400735,18.389,0.038
7673995,288.726740,43.396315,11.360,0.018
7673999,288.727640,43.323445,11.896,0.018
7674050,288.743670,43.351144,16.166,0.021
7674079,288.753030,43.398786,15.748,0.019
7694948,295.761210,43.305123,15.020,0.019
7695112,295.815900,43.751214,17.910,0.026
7695142,295.825740,43.396338,19.147,0.060
7695258,295.860260,43.663288,16.455,0.022
7695344,295.883380,43.254646,18.244,0.037
7695387,295.893940,43.477655,19.896,0.127
7695398,295.896335,43.661898,16.384,0.015
7695403,295.897835,43.322251,19.436,0.050
7695440,295.906840,43.318369,14.895,0.014
7695443,295.907535,43.381390,19.175,0.043
7695445,295.907405,43.386041,13.249,0.013
7695453,295.909680,43.022663,19.629,0.083
7695525,295.929330,43.449007,17.243,0.023
7695609,295.955570,43.446515,18.903,0.043
7695624,295.958700,43.306546,12.912,0.018
7695653,295.966970,43.345312,18.990,0.054
7695674,295.972650,43.563042,18.814,0.042
7695720,295.985510,43.389980,14.172,0.018
7695786,296.005340,43.095415,20.000,0.109
7695787,296.005700,42.784738,15.248,0.019
7695793,296.007460,43.382096,15.796,0.020
7695803,296.011160,43.189486,18.866,0.045
7695804,296.011160,43.466219,18.104,0.029
7695814,296.013400,43.318301,13.242,0.018
7695871,296.029170,43.572058,16.807,0.021
7695897,296.035980,43.250827,18.001,0.030
7695922,296.043670,43.437183,19.654,0.074
7695971,296.060020,43.341216,15.608,0.019
7695984,296.063320,43.254033,19.817,0.089
7696008,296.069520,43.754287,19.850,0.086
7696121,296.099910,43.458300,19.861,0.077
7696149,296.106310,43.269139,16.140,0.020
7696184,296.114970,43.167439,18.747,0.043
7696188,296.115950,43.145355,18.873,0.045
7696229,296.125500,43.313488,16.952,0.022
7696235,296.126890,43.211577,18.132,0.031
7696258,296.133420,43.379568,19.746,0.083
7696323,296.151200,43.323418,14.602,0.018
7696326,296.151850,43.498996,18.956,0.041
7696356,296.158790,43.238530,18.908,0.043
7696358,296.159960,43.372186,15.021,0.018
7696362,296.160590,43.143353,17.780,0.027
7696930,296.336210,43.308979,17.839,0.028
7696976,296.348240,43.232285,19.675,0.076
7696982,296.350170,43.573970,14.209,0.018
7697051,296.366790,43.374365,16.009,0.019
7697065,296.370230,43.307850,18.281,0.032
7697066,296.370230,43.307850,18.281,0.032
7697087,296.377450,43.073632,19.580,0.069
7697092,296.379100,43.344782,16.811,0.020
7697098,296.381680,43.344836,19.005,0.042
7697137,296.395140,43.188948,18.905,0.041
7697146,296.396700,43.112816,19.414,0.057
7697148,296.396940,43.086549,17.958,0.030
7697179,296.406790,43.130455,19.188,0.057
7697247,296.424290,43.467941,15.139,0.018
7697280,296.433440,43.338434,19.882,0.083
7697292,296.437860,43.400073,14.429,0.018
7697302,296.442580,43.329138,14.381,0.018
7697303,296.442640,43.516256,18.441,0.031
7697317,296.447390,43.196032,17.126,0.022
7697355,296.458870,43.436652,18.301,0.034
7697377,296.466270,43.374592,15.552,0.018
7697428,296.481830,43.311237,18.875,0.042
7697498,296.500230,43.362572,19.491,0.060
7697546,296.515120,43.441473,18.186,0.033
7697551,296.516520,42.946961,18.607,0.037
7697574,296.523240,43.316937,18.611,0.036
7697595,296.531550,43.184032,17.097,0.022
7697607,296.534930,43.354770,19.579,0.073
7697649,296.549860,44.279025,17.452,0.026
7697657,296.553250,42.947003,17.758,0.027
7697784,296.583400,43.598955,18.723,0.038
7697795,296.586800,43.376774,11.029,0.018
7697843,296.598540,42.852704,16.908,0.021
7697861,296.603510,43.341549,12.156,0.018
7697881,296.612180,43.375430,18.402,0.035
7697947,296.628440,43.113527,17.514,0.025
7697976,296.636370,43.444109,20.082,0.110
7697995,296.641550,43.036098,17.292,0.023
7698124,296.674310,43.361123,15.393,0.018
7698219,296.699400,43.354596,14.242,0.018
7698258,296.709820,43.213199,16.635,0.021
7698266,296.711570,43.317363,13.083,0.018
7698301,296.718330,43.475161,13.362,0.018
7698304,296.719460,43.388454,14.394,0.018
7698466,296.760620,43.194242,20.176,0.111
7698511,296.771520,43.498131,17.663,0.030
7698553,296.784420,43.619056,15.018,0.018
7698610,296.794830,43.002502,16.596,0.021
7698648,296.805430,43.350237,12.734,0.018
7698650,296.805800,43.726366,18.857,0.042
7698661,296.809500,43.408966,17.368,0.024
7698676,296.813110,43.462560,19.499,0.073
7698705,296.822150,43.295692,,
7698728,296.828690,43.487570,18.137,0.032
7698918,296.878300,43.319582,15.305,0.020
7698929,296.881590,43.955802,17.983,0.030
7698937,296.884210,43.305393,12.151,0.019
7732702,282.501160,44.859761,17.244,0.023
7732817,282.570720,43.453510,15.050,0.020
7732836,282.577100,43.412692,19.429,0.076
7732931,282.633330,43.626111,17.537,0.025
7732932,282.634920,42.957763,18.440,0.038
7732964,282.657990,43.013121,15.082,0.019
7732991,282.674290,43.472128,17.989,0.038
7732998,282.679200,43.426488,14.862,0.020
7733037,282.701340,43.350497,18.589,0.038
7733106,282.749480,43.298513,17.812,0.030
7733120,282.759750,44.222932,16.543,0.022
7733138,282.774430,43.563891,19.037,0.047
7733179,282.799910,43.408159,19.283,0.157
7733217,282.821920,43.461605,13.061,0.018
7733249,282.845360,43.603859,19.434,0.077
7733320,282.885730,43.470999,14.067,0.018
7733435,282.962630,43.497214,12.287,0.018
7733473,282.984010,43.473519,13.864,0.018
7733540,283.013840,43.483237,16.041,0.019
7733559,283.025450,43.491267,15.744,0.018
7733613,283.054810,43.413957,15.934,0.019
7733614,283.054960,43.470789,14.285,0.018
7733619,283.056860,44.383178,19.485,0.072
7733685,283.101060,43.427525,11.932,0.017
7733716,283.121720,43.081518,19.216,0.061
7733757,283.138190,43.322640,18.605,0.040
7733775,283.146320,43.427468,15.855,0.019
7733898,283.210410,43.459957,13.999,0.018
7733922,283.225580,43.506161,16.936,0.021
7733925,283.229120,42.917159,17.373,0.024
7733968,283.256290,43.458929,15.849,0.020
7741474,287.218700,43.478895,12.880,0.018
7741548,287.250730,43.478016,14.004,0.018
7741550,287.250960,43.495134,14.853,0.018
7741577,287.266330,43.438036,15.713,0.019
7741611,287.285980,43.690369,18.217,0.036
7741615,287.287690,43.478693,13.725,0.018
7741616,287.288590,42.253971,19.459,0.070
7741652,287.306210,43.880056,15.288,0.019
7741684,287.326380,43.400511,15.338,0.018
7741750,287.359330,43.407364,16.158,0.019
7741759,287.362300,43.417676,15.305,0.019
7741780,287.370870,43.446167,14.131,0.018
7741825,287.395180,43.211836,18.571,0.063
7741837,287.397820,42.161186,17.649,0.027
7741939,287.439290,43.383075,18.243,0.042
7741966,287.452960,43.185962,18.269,0.046
7741987,287.463970,43.221185,19.563,0.129
7742016,287.475600,43.526292,16.673,0.023
7742049,287.491450,43.424307,12.581,0.018
7742079,287.503450,43.441632,13.986,0.018
7742099,287.513210,43.416206,14.004,0.018
7742121,287.524740,43.419450,15.801,0.019
7742133,287.530900,43.402348,13.268,0.018
7742137,287.533330,43.495007,14.688,0.018
7742171,287.551650,43.497268,14.577,0.018
7742175,287.553020,43.426226,15.585,0.019
7742193,287.560740,43.482607,14.440,0.018
7742198,287.565670,43.945457,19.797,0.099
7742244,287.584540,44.120924,18.808,0.065
7742265,287.595810,43.466717,13.739,0.018
7742284,287.608520,43.434939,15.871,0.020
7742351,287.639310,43.473872,14.762,0.018
7742352,287.639940,43.483567,16.007,0.020
7742371,287.648000,43.498934,15.719,0.020
7742408,287.663430,42.965500,19.787,0.090
7742409,287.665870,43.564960,18.469,0.041
7742448,287.684400,43.410591,15.135,0.019
7742465,287.690040,43.487130,13.347,0.018
7742529,287.718850,43.664973,18.390,0.039
7742531,287.720610,42.460865,16.245,0.021
7742534,287.722510,43.415343,16.456,0.022
7742583,287.743860,43.662102,19.088,0.061
7742586,287.745310,43.420966,12.209,0.018
7742599,287.752890,43.545453,18.820,0.056
7742625,287.765390,43.976448,17.639,0.030
7742649,287.774830,43.611075,13.274,0.017
7742656,287.777250,43.457004,15.430,0.019
7742671,287.786770,43.411463,14.157,0.018
7742739,287.820520,43.125864,19.353,0.103
7742748,287.824370,43.381731,17.873,0.035
7742810,287.853470,43.462628,17.715,0.037
7742888,287.886390,43.561429,16.267,0.022
7742904,287.892020,43.482779,13.821,0.018
7742949,287.912200,40.093956,18.594,0.048
7742954,287.914490,43.409585,13.761,0.018
7742963,287.918970,45.382484,21.086,0.359
7743034,287.947620,43.341969,17.538,0.030
7743060,287.960440,43.436968,14.105,0.018
7743084,287.971790,43.451172,,
7743089,287.972550,43.419567,14.415,0.018
7743124,287.987880,42.948830,19.081,0.066
7743176,288.011240,43.348719,18.155,0.041
7743199,288.024140,43.454188,16.010,0.021
7743201,288.024890,43.568962,16.043,0.014
7743208,288.028200,43.509231,19.930,0.170
7743266,288.051590,43.719071,17.379,0.026
7743275,288.055640,43.466607,14.098,0.018
7743283,288.059850,43.455380,16.471,0.021
7743324,288.078500,43.478008,14.042,0.018
7743326,288.080420,43.497868,12.917,0.017
7743339,288.085700,43.465435,15.952,0.019
7743349,288.089600,43.450232,13.952,0.018
7743356,288.093800,43.466691,15.498,0.019
7743380,288.104810,43.479793,14.916,0.018
7743389,288.111400,43.478717,12.659,0.017
7743409,288.121370,43.436291,15.436,0.019
7743412,288.123330,43.488711,14.289,0.018
7743417,288.125700,43.403953,14.761,0.018
7743464,288.153120,43.755311,17.682,0.031
7743489,288.167010,43.409690,13.252,0.018
7743504,288.172960,43.407074,17.269,0.023
7743521,288.177800,43.468297,15.226,0.018
7743529,288.181620,43.463502,15.826,0.019
7743539,288.183530,43.414877,10.578,0.018
7743549,288.188890,44.132042,16.027,0.020
7743580,288.204420,43.404699,19.460,0.079
7743586,288.206100,43.419333,15.336,0.019
7743606,288.215930,43.486614,15.101,0.019
7743620,288.223510,43.498529,12.705,0.017
7743654,288.248440,43.737956,17.824,0.038
7743696,288.263970,44.627756,18.106,0.038
7743714,288.275070,43.441161,13.139,0.018
7743724,288.278220,43.888433,19.256,0.064
7743728,288.281610,43.416134,11.193,0.018
7743746,288.290200,44.147101,17.801,0.028
7743748,288.293350,43.483397,16.128,0.020
7743775,288.305730,43.477377,15.803,0.020
7743788,288.313220,43.457611,11.719,0.017
7743795,288.321270,43.302990,17.555,0.025
7743840,288.336480,43.474081,15.756,0.019
7743867,288.348620,43.746481,19.393,0.073
7743899,288.365150,43.801346,18.200,0.035
7743974,288.399830,43.443093,15.141,0.018
7744036,288.421730,43.476966,11.905,0.018
7744087,288.444160,42.660722,18.831,0.045
7744093,288.446230,43.436334,14.046,0.018
7744120,288.458370,43.799793,18.422,0.040
7744173,288.488320,43.481338,13.871,0.018
7744187,288.496620,43.472681,14.416,0.018
7744209,288.505120,43.497985,15.999,0.019
7744274,288.542860,43.668350,18.406,0.034
7744435,288.607620,43.428975,16.230,0.019
7744469,288.622490,43.405415,16.084,0.020
7744479,288.629570,43.401983,14.496,0.019
7744481,288.631530,43.411527,13.789,0.018
7744599,288.684170,43.459948,14.383,0.019
7744634,288.699630,43.419902,13.338,0.018
7744703,288.724240,43.432428,15.303,0.019
7744754,288.749050,43.426360,16.049,0.021
7802286,282.886140,42.313729,17.486,0.026
7802353,282.925270,43.499384,17.575,0.026
7802450,282.985830,43.517091,14.851,0.018
7810368,287.183600,43.564987,15.331,0.018
7810400,287.197020,43.548938,15.532,0.018
7810407,287.199430,43.208720,13.601,0.018
7810415,287.203110,43.508682,14.458,0.018
7810431,287.210560,43.562576,15.631,0.018
7810464,287.227320,43.573442,14.663,0.018
7810468,287.230470,43.555301,13.698,0.018
7810482,287.236160,43.088522,19.016,0.054
7810483,287.236840,43.567267,13.616,0.023
7810537,287.265350,42.976346,17.367,0.026
7810543,287.268930,43.505408,15.601,0.019
7810550,287.274170,43.508108,14.249,0.018
7810556,287.275420,43.573107,12.704,0.018
7810613,287.301460,43.581978,13.675,0.018
7810638,287.312100,43.573868,15.375,0.019
7810653,287.315920,44.902212,19.963,0.092
7810686,287.331900,43.504750,15.747,0.019
7810708,287.341230,43.884215,16.876,0.023
7810731,287.353340,43.578363,12.861,0.018
7810773,287.376380,43.339022,,
7810785,287.380490,44.297024,17.860,0.030
7810796,287.388360,43.234009,13.713,0.018
7810809,287.394450,43.585169,14.628,0.019
7810829,287.402400,43.710327,18.813,0.053
7810876,287.422120,43.525010,14.341,0.019
7810945,287.454430,44.009237,19.456,0.075
7810986,287.469200,43.573122,15.695,0.020
7810996,287.473240,43.515807,15.606,0.019
7811071,287.505780,43.026292,12.520,0.019
7811074,287.507650,43.571627,15.649,0.019
7811075,287.507720,43.510376,14.336,0.019
7811112,287.531190,44.133750,,
7811211,287.570600,43.645187,16.410,0.020
7811218,287.575330,42.339719,14.265,0.018
7811253,287.592780,43.541373,12.466,0.018
7811262,287.596740,43.581098,19.506,0.079
7811310,287.616660,43.572463,15.739,0.019
7811344,287.633550,43.381229,19.136,0.071
7811396,287.652540,42.278885,16.304,0.021
7811397,287.654550,43.499948,18.386,0.051
7811408,287.657250,43.076811,17.071,0.018
7811448,287.675300,43.595310,15.671,0.019
7811497,287.702630,43.540338,13.327,0.018
7811510,287.708600,43.591569,12.982,0.017
7811522,287.711330,43.584642,11.873,0.017
7811525,287.715390,43.628616,19.375,0.072
7811537,287.722900,43.663062,17.971,0.030
7811544,287.727340,43.374510,18.030,0.037
7811564,287.737300,43.522849,14.658,0.018
7811611,287.759300,43.434483,18.633,0.060
7811688,287.791570,43.905017,19.860,0.121
7811740,287.815200,43.583623,11.921,0.017
7811758,287.823210,42.848387,19.212,0.062
7811776,287.833010,43.538535,13.383,0.020
7811832,287.862110,43.383438,13.662,0.018
7811880,287.882120,43.659643,18.628,0.049
7811986,287.935670,43.313023,18.328,0.047
7812035,287.964770,44.023029,20.420,0.190
7812048,287.969670,43.507628,14.511,0.019
7812051,287.972310,43.510849,14.382,0.018
7812055,287.974220,42.567552,18.407,0.044
7812096,287.993780,44.212718,18.902,0.071
7812110,288.001790,44.128104,20.292,0.197
7812136,288.011030,43.503665,13.407,0.018
7812161,288.018290,43.350401,18.929,0.076
7812167,288.022750,43.171026,18.831,0.066
7812178,288.025050,43.591344,14.315,0.013
7812179,288.025100,44.410429,18.633,0.045
7812193,288.030365,43.542575,18.935,0.039
7812203,288.039270,43.589491,16.241,0.015
7812225,288.055640,43.466607,14.098,0.018
7812257,288.072700,43.985439,18.511,0.051
7812283,288.085670,43.480435,16.207,0.019
7812305,288.096420,43.598027,15.838,0.019
7812322,288.104680,43.210587,16.910,0.023
7812366,288.120240,43.517332,15.839,0.019
7812397,288.141510,43.183668,17.771,0.030
7812413,288.149530,43.608630,17.812,0.029
7812419,288.153370,43.504794,16.169,0.019
7812438,288.159970,43.835689,13.721,0.018
7812449,288.168350,42.977398,16.980,0.022
7812455,288.170810,43.501297,14.959,0.018
7812457,288.171290,43.627973,18.671,0.046
7812468,288.174750,43.887367,15.812,0.019
7812503,288.188790,43.410299,14.338,0.018
7812536,288.201160,42.002320,15.897,0.019
7812552,288.212000,43.506379,10.391,0.017
7812558,288.213650,43.548017,17.423,0.026
7812563,288.215685,44.003731,17.344,0.019
7812594,288.228440,43.554286,11.020,0.017
