Kepler ID,RA (J2000),Dec (J2000),RA PM,Dec PM,Star/Gal ID,Teff,Log G,Metallicity,E(B-V),A_V,Radius,Parallax
4171238,294.7711800,39.2854100,0.002,-0.010,0,7110,4.007,-0.105,0.245,0.759,1.894,
4171302,294.7858800,39.2690000,0.003,0.003,0,7932,4.010,-0.046,0.163,0.507,2.002,
4171580,294.8456480,39.2656100,-0.003,-0.004,0,,,,,,,
4171748,294.8804000,39.2631600,0.000,0.000,0,6185,4.549,-0.083,0.098,0.304,0.922,
4171804,294.8937000,39.2136000,0.090,0.068,0,6401,4.446,-0.085,0.123,0.380,1.055,
4172085,294.9554700,39.2210500,-0.008,-0.012,0,6504,4.280,-0.451,0.123,0.380,1.300,
4172112,294.9619010,39.2643900,0.007,0.013,0,,,,,,,
4172268,294.9935700,39.2303800,-0.003,-0.005,0,8094,3.669,-0.044,0.246,0.764,3.184,
4172375,295.0197740,39.2536890,-0.007,-0.011,0,,,,,,,
4273156,294.2087510,39.3171900,-0.002,-0.006,0,6494,4.016,-0.185,0.110,0.342,1.820,
4273302,294.2400500,39.3158400,0.001,0.004,0,5982,4.459,-0.527,0.102,0.315,1.020,
4273411,294.2637600,39.3040700,7.000e-4,0.004,0,6975,4.045,-0.096,0.215,0.668,1.791,
4273425,294.2663100,39.3525000,-0.009,-0.014,0,7666,3.873,-0.130,0.163,0.506,2.350,
4273529,294.2883900,39.3049300,0.009,-0.022,0,6056,4.060,-0.354,0.135,0.418,1.690,
4273689,294.3251000,39.3286100,-0.002,-0.013,0,4879,3.783,-0.993,0.058,0.180,2.363,
4273775,294.3403100,39.3010700,-0.003,0.007,0,6638,4.115,-0.093,0.102,0.315,1.614,
4273907,294.3663500,39.3451900,-0.013,0.001,0,6379,4.261,-0.114,0.105,0.324,1.323,
4274252,294.4476110,39.3061200,-0.002,3.000e-4,0,6803,4.238,-0.097,0.120,0.371,1.389,
4274480,294.4954800,39.3972600,-0.002,-0.001,0,6843,4.217,-0.137,0.177,0.548,1.430,
4274730,294.5487500,39.3974700,0.001,0.003,0,8965,3.760,-0.028,0.270,0.837,3.060,
4274748,294.5550000,39.3416100,0.002,-0.005,0,6683,4.113,-0.495,0.121,0.374,1.622,
4275186,294.6548190,39.3775200,-0.004,0.004,0,6899,4.104,-0.279,0.169,0.524,1.656,
4275305,294.6791700,39.3050200,-0.010,-9.000e-4,0,6186,4.226,-0.339,0.105,0.326,1.372,
4275328,294.6864200,39.3965600,-0.042,-0.021,0,6393,4.080,-0.574,0.161,0.499,1.669,
4275595,294.7401300,39.3349900,0.000,0.000,0,6065,4.408,-0.130,0.145,0.449,1.090,
4276000,294.8269310,39.3147300,-0.003,-0.009,0,5272,3.476,0.252,0.116,0.358,3.555,
4276002,294.8273600,39.3953300,-0.003,-0.002,0,7351,4.128,0.136,0.122,0.380,1.651,
4276164,294.8686500,39.3772900,-0.002,0.002,0,6284,4.237,-0.122,0.095,0.293,1.358,
4276245,294.8883900,39.3934400,0.001,0.006,0,6519,4.384,-0.278,0.151,0.469,1.145,
4276282,294.8953310,39.3491900,-0.058,-0.015,0,6345,4.451,-0.026,0.128,0.396,1.046,
4276329,294.9082100,39.3698700,0.002,0.010,0,6094,4.643,-0.100,0.128,0.396,0.817,
4276821,295.0191600,39.3682800,0.004,0.006,0,9915,5.681,-0.179,0.177,0.547,0.279,
4276892,295.0323200,39.3439500,-0.008,-0.004,0,8958,3.826,-0.175,0.108,0.334,2.805,0.003
4276976,295.0526300,39.3793900,9.000e-4,0.003,0,6281,4.226,-0.582,0.096,0.299,1.377,
4277211,295.1005910,39.3452100,-0.008,0.004,0,6248,4.353,-0.370,0.111,0.344,1.175,
4277242,295.1098910,39.3783200,0.008,0.007,0,8152,3.892,-0.079,0.211,0.653,2.386,
4277377,295.1377910,39.3296400,0.006,0.004,0,6529,4.204,-0.259,0.174,0.538,1.433,
4374122,293.9294810,39.4693700,-0.002,-0.003,0,6355,4.171,-0.099,0.156,0.482,1.482,
